athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place
Ella Dyson,GBR,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,7538.004288,21
Giulia Salin,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,7549.000416,22
Elea Linka,GER,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,7551.004032,23
Sofia Vakhrusheva,RUS,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,7552.001088,24
Varvara Pogorelova,RUS,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,7554.000384,25
Marlene Blanke,GER,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,7554.009024,26
Iris Menechini,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,7555.007808,27
Lucie Hanquet,BEL,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,7556.006592,28
Nina Mikhailova,RUS,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,7586.00208,29
Amelia Rodd,GBR,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,7646.008608,30
Lucie Zubalikova,CZE,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,7942.00464,31
Paolina Istomina,RUS,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,8030.00736,32
Mariia Bondarenko,UKR,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,8099.008992,33
Moa Holmquist,SWE,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,8105.005152,34
Aimee Hood,GBR,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,8178.005376,35
Lucie Sebestova,CZE,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,8187.002208,36
Arianna Valloni,SMR,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,8187.003936,37
Elise Oeberg,SWE,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,8313.005376,38
Lucy Fox,GBR,10/03/2021,LEN Cup,"Piombino, ITA",10,NW,Neutral,40,8329.0032,39
end,,,2021_10_03_Piombino_10km_W,,,,,,,
Leonie Beck,GER,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,7428.004992,1
Jannette Spiwoks,GER,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,7437.00528,2
Giulia Gabrielleschi,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,7439.004576,3
Giulia Berton,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,7440.005952,4
Martina De Memme,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,7444.008864,5
Sofie Callo,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,7444.999872,6
Lea Boy,GER,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,7448.005728,7
Alisia Tettamanzi,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,7510.003776,8
Barbara Pozzobon,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,7510.00464,9
Reka Rohacs,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,7513.006176,10
Oceane Cassignol,FRA,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,7598.002176,11
Serena Steel,NED,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,7598.009088,12
Kincso Gal,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,7601.004576,13
Blanka Berecz,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,7601.999904,14
Angela Maurer,GER,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,7620.003936,15
Arianna Valloni,SMR,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,7621.008768,16
Ruby Laerke Toft,DEN,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,8293.00896,17
Helena Hvid Hansen,DEN,10/09/2021,LEN Cup,"Alghero, ITA",10,NW,Neutral,18,8321.006016,18
end,,,2021_10_09_Alghero_10km_W,,,,,,,
Oceane Cassignol,FRA,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,11,1714.3,1
Martina De Memme,ITA,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,11,1714.5,2
Arianna Valloni,SMR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,11,1725.6,3
Barbara Pozzobon,ITA,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,11,1739,4
Leonie Beck,GER,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,11,1740,5
Anna Tymashenko,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,11,1971.7,6
Eden Botbol,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,11,1984.7,7
Ori Komemi,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,11,2028,8
Shira Golcman,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,11,2033.2,9
Yuval Natan,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,11,2034.3,10
Inbal Hazan,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,11,2131.5,11
end,,,2022_03_23_Eilat_2.5km_W,,,,,,,
Caroline Jouisse,FRA,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3355,1
Aurelie Muller,FRA,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3356.6,2
Luca Vas,HUN,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3357.6,3
Anna Olasz,HUN,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3357.8,4
Evamariel Fabian,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3360.5,5
Zsofia Varga,HUN,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3381.2,6
Eden Girloanta,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3382.5,7
Diana Taszhanova,KAZ,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3388.9,8
Vivien Nett,HUN,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3425,9
Tal Ashkenazi,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3686.9,10
Noa Barderan,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3689.8,11
Emili Seyevich,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3785.7,12
Gili Weltman,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3786.4,13
Veronika Volikov,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3790.7,14
Lia Arad,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3794.5,15
Tamar Delmonte,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3794.8,16
Adi Peleg,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3796.8,17
Emily Golos,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3801.4,18
Noga Baruch,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,3849.1,19
Ayala Chudy,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,4034.1,20
Stav Siminchi,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,4035.6,21
Libi Sela,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,4037.1,22
Ofri Dueak,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,4038.8,23
Yael Ravid,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,4038.9,24
Yarden Harel,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,4084.8,25
Tamarrachel Nahmanny,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,4086.2,26
Shira Kedem,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,4116.6,27
Shiri Yamin,ISR,03/23/2022,LEN Cup,"Eilat, ISR",5,NW,Neutral,29,4440.8,28
end,,,2022_03_23_Eilat_5km_W,,,,,,,
