athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Ana Marcela Cunha,BRA,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,19318.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Van Rouwendaal,NED,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,19320.8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arianna Bridi,ITA,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,19328.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martina Grimaldi,ITA,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,19434.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,19435.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anastasiia Krapivina,RUS,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,19443.7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Becca Mann,USA,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,19626.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelie Muller,FRA,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,19705.3,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea Gubecka,AUS,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,19721.6,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cathryn Salladin,USA,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,19789.7,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenka Sterbova,CZE,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,19984.6,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onon Katalin Somenek,HUN,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,19985.8,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lara Grangeon De Villele,FRA,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,19992.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarah Bosslet,GER,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,19999.7,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yumi Kida,JPN,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,20371.5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nataly Caldas Calle,ECU,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,20558.4,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valeriia Ermakova,RUS,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,20713.9,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xeniya Romanchuk,KAZ,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,20756.7,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betina Lorscheitter,BRA,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,21.0,21920.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
