athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place
Leonie Beck,GER,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,9.0,4217.01,1.0
Ginevra Taddeucci,ITA,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,9.0,4248.98,2.0
Lea Boy,GER,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,9.0,4346.01,3.0
Sarah Bosslet,GER,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,9.0,4396.98,4.0
Ellen Olsson,SWE,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,9.0,4408.99,5.0
Nikolett Szilagyi,HUN,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,9.0,4415.99,6.0
Franzi Heinrich,GER,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,9.0,4722.97,7.0
Jackie Gade,DEN,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,9.0,4741.03,8.0
Laerke Toft Ruby,DEN,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,9.0,4741.03,8.0
