athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place
Aurelie MULLER,FRA,11/07/2015,LEN Cup,"Madeira, POR",10.0,NW,Neutral,5.0,7885.69,1.0
Angelica Andre,POR,11/07/2015,LEN Cup,"Madeira, POR",10.0,NW,Neutral,5.0,7921.06,2.0
Alice DEARING,GBR,11/07/2015,LEN Cup,"Madeira, POR",10.0,NW,Neutral,5.0,7930.02,3.0
Sophie EVANS,GBR,11/07/2015,LEN Cup,"Madeira, POR",10.0,NW,Neutral,5.0,8075.01,4.0
Vania Neves,POR,11/07/2015,LEN Cup,"Madeira, POR",10.0,NW,Neutral,5.0,8126.07,5.0
