athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place
Alice Franco,ITA,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,8.0,20475.5,1.0
Erika Yenssen,ARG,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,8.0,20551.8,2.0
Pilar Geijo,ARG,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,8.0,21030.2,3.0
Romina Soledad Imwinkelried,ARG,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,8.0,21305.2,4.0
Martina Oriozabala,ARG,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,8.0,23068.1,5.0
Marie-Laurence Lortie,CAN,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,8.0,23271.5,6.0
