athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Ana Marcela Cunha,BRA,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7233.71,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Van Rouwendaal,NED,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7235.77,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginevra Taddeucci,ITA,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7235.99,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viviane Jungblut,BRA,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7237.03,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareena Lee,AUS,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7237.52,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Pozzobon,ITA,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7240.46,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea Gubecka,AUS,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7247.81,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moesha Johnson,AUS,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7248.39,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caroline Laure Jouisse,FRA,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7249.93,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisa Pou,FRA,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7250.94,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeannette Spiwoks,GER,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7252.1,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bianca Crisp,AUS,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7252.12,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7252.54,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spela Perse,SLO,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7253.38,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martina De Memme,ITA,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7262.65,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7353.73,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lea Boy,GER,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7363.44,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelie Muller,FRA,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7421.58,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candela Sanchez Lora,ESP,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7524.31,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abby Dunford,CAN,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7527.65,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madisyn Armstrong,AUS,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7535.82,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yukimi Moriyama,JPN,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7539.17,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paola Perez,VEN,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7558.18,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacqueline Davison-Mcgovern,AUS,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7559.06,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julie Pleskotova,CZE,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7660.09,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finella Gibbs-Beal,AUS,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7676.29,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arianna Valloni,SMR,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7688.47,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emma Fredersdorf,SUI,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,7965.47,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilektra Varvara Lebl,GRE,7/9/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,34.0,8006.75,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
