athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place
Jeannette Spiwoks,GER,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,8.0,8801.35,1.0
Lara Seifert,GER,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,8.0,8921.84,2.0
Marlene Blanke,GER,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,8.0,8926.41,3.0
Elea Linka,GER,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,8.0,9297.35,4.0
Serena Stel,NED,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,8.0,9365.94,5.0
Madisyn Armstrong,AUS,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,8.0,9478.6,6.0
Diana Taszhanova,KAZ,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,8.0,9969.02,7.0
