athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place
Morgane Dornic,FRA,07/27/2019,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,8.0,28834.0,1.0
Pilar Geijo,ARG,07/27/2019,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,8.0,29560.0,2.0
Alice Franco,ITA,07/27/2019,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,8.0,30187.0,3.0
Marie-Laurence Lortie,CAN,07/27/2019,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,8.0,30966.0,4.0
Daira Marin,ARG,07/27/2019,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,8.0,32408.0,5.0
Sandra Frimerman-Bergquist,USA,07/27/2019,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,8.0,34375.0,6.0
Rita Vanesa Garcia,ARG,07/27/2019,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,8.0,34680.0,7.0
