athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Sharon Van Rouwendaal,NED,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3453.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea Gubecka,AUS,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3455.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ana Marcela Cunha,BRA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3456.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katie Grimes,USA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3458.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceane Cassignol,FRA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3458.9,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria De Valdes,ESP,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3459.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3467.6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caroline Laure Jouisse,FRA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3471.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viviane Jungblut,BRA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3472.9,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelica Andre,POR,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3474.1,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisa Pou,FRA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3474.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariah Denigan,USA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3475.3,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mafalda Rosa,POR,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3475.4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonie Beck,GER,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3476.6,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Pozzobon,ITA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3478.5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeannette Spiwoks,GER,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3483.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candela Sanchez Lora,ESP,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3483.4,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xin Xin,CHN,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3487.2,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yihan Mao,CHN,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3537.5,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mira Szimcsak,HUN,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3540.6,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martha Sandoval,MEX,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3543.6,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amica De Jager,RSA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3544.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emma Finlin,CAN,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3544.4,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bianca Crisp,AUS,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3546.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tory Earle,RSA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3546.3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuna Erdogan,TUR,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3547.8,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,62.0,3547.8,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
