athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place
Ana Marcela Cunha,BRA,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,10.0,7296.6,1.0
Oceane Cassignol,FRA,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,10.0,7298.0,2.0
Giulia Gabbrielleschi,ITA,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,10.0,7298.3,3.0
Serena Stel,NED,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,10.0,7299.9,4.0
Barbara Pozzobon,ITA,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,10.0,7300.0,5.0
Anna Olasz,HUN,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,10.0,7302.5,6.0
Eva Fabian,ISR,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,10.0,7304.1,7.0
Orian Gablan,ISR,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,10.0,7729.1,8.0
Guy Shlegel,ISR,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,10.0,7914.3,9.0
