athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Sharon Van Rouwendaal,NED,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3525.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3529.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceane Cassignol,FRA,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3531.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lara Grangeon De Villele,FRA,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3536.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonie Beck,GER,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3537.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginevra Taddeucci,ITA,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3537.8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeannette Spiwoks,GER,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3539.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelica Andre,POR,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3540.3,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Pozzobon,ITA,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3540.4,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johanna Enkner,AUT,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3644.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3646.1,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valeriia Ermakova,RUS,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3646.4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekaterina Sorokina,RUS,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3647.3,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mira Szimcsak,HUN,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3647.9,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Vas,HUN,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3648.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenka Sterbova,CZE,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3651.5,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofia Kolesnikova,RUS,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3651.8,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julie Pleskotova,CZE,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3725.9,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Giannopoulou Nefeli,GRE,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,3733.1,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laerke Toft Ruby,DEN,5/12/2021,European Championships,"Budapest, HUN",5.0,NW,Neutral,20.0,4019.3,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
