athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Leonie Beck,GER,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7444.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Van Rouwendaal,NED,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7447.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ana Marcela Cunha,BRA,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7451.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelie Muller,FRA,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7452.1,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viviane Jungblut,BRA,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7452.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mafalda Rosa,POR,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7460.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeannette Spiwoks,GER,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7461.7,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celine Rieder,GER,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7464.9,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lara Grangeon De Villele,FRA,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7488.7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moesha Johnson,AUS,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7674.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lea Boy,GER,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7687.3,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spela Perse,SLO,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7733.3,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diana Taszhanova,KAZ,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7842.5,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7876.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elea Linka,GER,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,8123.7,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamees Elsokkary,EGY,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,8195.1,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nadine Karim,EGY,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,8197.3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariya Fedotova,KAZ,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,8708.3,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandy Atef,EGY,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,8708.6,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sara Moahmed Hassan,EGY,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,8774.2,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nabila Hassan,EGY,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,9010.3,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inass Rachidi,MAR,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,9054.8,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
