athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Ana Marcela Cunha,BRA,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7290.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceane Cassignol,FRA,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7290.8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lea Boy,GER,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7291.9,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonie Beck,GER,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7292.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachele Bruni,ITA,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7293.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arianna Bridi,ITA,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7294.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samantha Arevalo,ECU,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7294.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7295.1,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reka Rohacs,HUN,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7296.2,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Pozzobon,ITA,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7296.6,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria De Valdes,ESP,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7297.3,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice Dearing,GBR,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7297.7,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paula Ruiz Bravo,ESP,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7298.8,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onon Katalin Somenek,HUN,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7300.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mira Szimcsak,HUN,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7301.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelica Andre,POR,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7302.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabella Sinisi,ITA,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7303.2,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lara Grangeon De Villele,FRA,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7303.5,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisa Pou,FRA,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7303.9,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystyna Panchishko,UKR,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7304.4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7304.7,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madelon Catteau,FRA,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7307.3,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7309.5,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spela Perse,SLO,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7314.4,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelie Muller,FRA,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7316.2,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marie Kuntzmann,FRA,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7317.4,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mafalda Rosa,POR,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7319.1,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caroline Laure Jouisse,FRA,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7321.5,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danielle Huskisson,GBR,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7321.6,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleonora Brotto,ITA,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7347.7,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Vas,HUN,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7352.2,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria Bramont-Arias,PER,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7374.5,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romina Soledad Imwinkelried,ARG,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,7952.4,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariya Fedotova,KAZ,3/15/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,36.0,8356.5,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
