athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Silvie Rybarova,CZE,6/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,30.0,7385.57,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justyna Burska,POL,6/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,30.0,7430.09,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astridi Turbe,VEN,6/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,30.0,7439.09,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adel Farkas,HUN,6/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,30.0,7562.79,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onon Katalin Somenek,HUN,6/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,30.0,7565.89,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahina Nicole Valdivia Dannenberg,CHI,6/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,30.0,7579.72,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borbala Szalai,HUN,6/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,30.0,7755.58,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeannette Spiwoks,GER,6/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,30.0,7764.16,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adel Juhasz,HUN,6/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,30.0,7994.23,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tali Lemcoff,ISR,6/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,30.0,8185.48,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jelena Jecanski,SRB,6/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,30.0,8214.45,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotem Meirov,ISR,6/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,30.0,8232.13,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
