athlete_name,date,event,location,distance,current_type,temp,field_size,place
Ferry WEERTMAN,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,1.0
Spyridon GIANNIOTIS,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,2.0
Marc-Antoine OLIVIER,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,3.0
Lijun ZU,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,4.0
Jordan WILIMOVSKY,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,5.0
Simone RUFFINI,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,6.0
Federico VANELLI,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,7.0
Yasunari HIRAI,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,8.0
Christian REICHERT,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,9.0
Chad HO,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,10.0
Evgenii DRATTCEV,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,11.0
Ous MELLOULI,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,12.0
Mark PAPP,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,13.0
Sean RYAN,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,14.0
Ventsislav AYDARSKI,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,15.0
Ivan ENDERICA OCHOA,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,16.0
Richard WEINBERGER,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,17.0
Allan DO CARMO,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,18.0
Kane Rae Francis RADFORD,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,19.0
Richard NAGY,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,20.0
Jarrod POORT,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,21.0
Erwin MALDONADO,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,22.0
Marwan ELAMRAWY,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,No Current,Neutral,25.0,23.0
