athlete_name,date,event,location,distance,current_type,temp,field_size,place
Marc-Antoine Olivier,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,1
Kristof Rasovszky,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,2
Gregorio Paltrinieri,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,3
Mario Sanzullo,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,4
Axel Reymond,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,5
Logan Fontaine,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,6
Hector Thomas Cheal Pardoe,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,7
Ferry Weertman,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,8
David Huszti,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,9
Alberto Martinez,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,10
Matteo Furlan,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,11
Athanasios Kynigakis,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,12
Daniel Szekelyi,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,13
Logan Vanhuys,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,14
Jules Wallart,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,15
Simone Ruffini,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,16
David Farinango,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,17
Franco Ivo Cassini,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,18
Fares Zitouni,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,19
Tiago Campos,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,20
Matej Kozubek,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,21
Esteban Enderica Salgado,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,22
Dario Verani,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,23
Jack Burnell,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,24
Peter Galicz,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,25
Pepijn Smits,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,26
Allan Do Carmo,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,27
Alessio Occhipinti,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,28
Guillem Pujol,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,29
Sebastien Dureux,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,30
Pol Gil,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,31
