athlete_name,date,event,location,distance,current_type,temp,field_size,place
Kristof RASOVSZKY,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,1
Ferry WEERTMAN,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,2
Sören Dellef Meissner,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,3
Athanasios KYNIGAKIS,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,4
Matan RODITI,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,5
Mario SANZULLO,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,6
Niklas FRACH,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,7
Matej KOZUBEK,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,8
Fernando PONTE,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,9
Peter GALICZ,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,10
David HUSZTI,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,11
Daniel SZEKELYI,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,12
Marcel SCHOUTEN,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,13
Andreas WASCHBURGER,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,14
Mark PAPP,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,15
Taiki NONAKA,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,16
Franco Ivo CASSINI,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,17
Tobias Patrick ROBINSON,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,18
Daniel DELGADILLO,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,19
Alexandre FINCO,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,20
Krzysztof PIELOWSKI,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,21
Ruwen STRAUB,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,22
Evgenij POP ACEV,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,23
Vit INGEDULD,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,24
T C SMITH,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,25
David FARINANGO,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,26
Joaquin MORENO,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,27
Takeshi TOYODA,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,28
David BRANDL,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,29
Yohsuke MIYAMOTO,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,30
Zoltán DRIGAN,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,31
Milan FABIAN,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,32
Ido GAL,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,33
Shahar RESMAN,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,34
Brennan GRAVLEY,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,35
Tamas FARKAS,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,36
Alexan MARTINENKO SPIESS,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,37
Vojislav STERBA,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,38
Daniel POLISHSCHUK,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,39
William ROLLO,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,40
Fernando BETANZOS,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,41
David SEBESTA,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,42
Milan BUKOVICS,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,43
Levente SELMECI,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,44
David LAKNER,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,45
Damien PAYET,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,46
Milan Julianusz IMRE,6/15/2019,FINA World Cup,"Balatonfured, HUN",10,No Current,Neutral,51,47
