athlete_name,date,event,location,distance,current_type,temp,field_size,place
Kristof RASOVSZKY,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,1
Mario SANZULLO,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,2
Jack BURNELL,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,3
Ferry WEERTMAN,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,4
Matteo FURLAN,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,5
Marcel SCHOUTEN,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,6
Pepijn SMITS,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,7
Simone RUFFINI,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,8
Alberto MARTINEZ,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,9
Nicholas SLOMAN,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,10
Raul SANTIAGO BETANCOR,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,11
Brendan CASEY,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,12
Dario VERANI,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,13
Allan DO CARMO,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,14
Andreas WASCHBURGER,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,15
Sören Dellef Meissner,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,16
Diogo VILLARINHO,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,17
Alexandre FINCO,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,18
Bailey ARMSTRONG,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,19
David HERON,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,20
Rob MUFFELS,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,21
Vitaliy KHUDYAKOV,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,22
Simon HUITENGA,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,23
Igor CHERVYNSKIY,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,24
Yuval SAFRA,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,25
Tobias Patrick ROBINSON,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,26
Andrea MANZI,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,27
Elliot SODEMANN,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,28
Pol GIL,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,29
David BRANDL,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,30
Tiago CAMPOS,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,31
Fernando PONTE,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,32
Nicholas ROLLO,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,33
Shai TOLEDANO,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,34
Oliver SIGNORINI,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,35
Ventsislav AYDARSKI,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,36
Yohsuke MIYAMOTO,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,37
Marcus HERWIG,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,38
Jiabao AN,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,39
Rafael GIL,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,40
Christopher JEDEL,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,41
Matthew SCOTT,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,42
Long CHENG,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,43
Aquiles BALAUDO,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,44
Jose PAULA CARVALHO,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,45
Marwan ELAMRAWY,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,46
Yunze WANG,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,47
Yosuke AOKI,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,48
Kenessary KENENBAYEV,06/09/2018,FINA World Cup,"Setubal, POR",10,Current,Cold,49,49
