athlete_name,date,event,location,distance,current_type,temp,field_size,place
Jack BURNELL,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,1
Ferry WEERTMAN,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,2
David AUBRY,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,3
Marc-Antoine OLIVIER,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,4
Rob MUFFELS,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,5
Kirill ABROSIMOV,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,6
Federico VANELLI,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,7
Marcel SCHOUTEN,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,8
Matteo FURLAN,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,9
Simone RUFFINI,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,10
Caleb HUGHES,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,11
Jack BRAZIER,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,12
Christian REICHERT,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,13
Pepijn SMITS,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,14
Sören Dellef Meissner,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,15
Allan DO CARMO,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,16
Kirill ABROSIMOV,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,17
Richard WEINBERGER,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,18
Aleksandr ASTAPOV,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,19
Diogo VILLARINHO,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,20
Logan FONTAINE,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,21
Axel REYMOND,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,22
Andreas WASCHBURGER,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,23
Guillermo BERTOLA,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,24
Marcus HERWIG,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,25
Raul SANTIAGO BETANCOR,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,26
Sergey BOLSHAKOV,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,27
Daniel SZEKELYI,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,28
Yasunari HIRAI,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,29
Yohsuke MIYAMOTO,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,30
Lachlan COLQUHOUN,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,31
Vitaliy KHUDYAKOV,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,32
Kai Graeme EDWARDS,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,33
Simon HUITENGA,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,34
Ventsislav AYDARSKI,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,35
Pol GIL,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,36
Mark PAPP,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,37
Anis CHENITI,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,38
Benjamin BRANTU,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,39
Taiki NONAKA,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,40
Alexander STUDZINSKI,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,41
Yosuke AOKI,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,42
David BRANDL,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,43
Hugo CHOPINEAU,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,44
Eric REUSS,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,45
Roman KOZHEVNIKOV,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,46
Kristof RASOVSZKY,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,47
Ruwen STRAUB,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,48
Tobias Patrick ROBINSON,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,49
Clement BATTE,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,50
Naim MOKHFI,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,51
Rafael GIL,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,52
Jean-Baptiste CLUSMAN,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,53
Aubin COCCORDANO,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,54
Christopher BRYAN,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,55
Evgenij POP ACEV,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,56
Nico MANOUSSAKIS,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,57
Soon Choy Kevin YEAP,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,58
Kenessary KENENBAYEV,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,59
Hugo SAILLARD,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,60
Tsz Fung TSE,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,61
Singha CHAU,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,62
Ho Yat Winson LEE,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,63
Chun Hin HUI,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,64
San Ching WONG,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,65
Tsz Ho TSANG,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,66
Chung Kiu YAU,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,67
Diogo MARQUES,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,72,68
