athlete_name,date,event,location,distance,current_type,temp,field_size,place
Kristof RASOVSZKY,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,1
Fares ZITOUNI,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,2
Dario VERANI,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,3
Matteo FURLAN,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,4
Marcel SCHOUTEN,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,5
Nicolas MASSE-SAVARD,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,6
Samuel MATTE,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,7
Alexandre FINCO,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,8
Damian BLAUM,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,9
Evgenij POP ACEV,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,10
Lars BOTTELIER,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,11
Fernando PONTE,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,12
David POULIOT,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,13
Edouard BELANGER,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,14
Solomon WRIGHT,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,15
Ethan PHULLIPS,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,16
Ryley MCRAE,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,17
Maxime GAGNON,7/21/2019,FINA World Cup,"Roberval, CAN",10,No Current,Cold,19,18
