athlete_name,date,event,location,distance,current_type,temp,field_size,place
Ferry Weertman,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,1
Matteo Furlan,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,2
Kirill Abrosimov,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,3
Marcel Schouten,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,4
Kristof Rasovszky,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,5
Allan Do Carmo,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,6
Pepijn Smits,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,7
Ziyang Zhang,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,8
Hao Han Wang,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,9
Andreas Waschburger,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,10
Dario Verani,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,11
Junbohang Zhao,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,12
Lupeng Liu,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,13
Elliot Sodemann,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,14
Mingyu Lu,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,15
Bozhao Zhang,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,16
Ruoyu Wang,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,17
Shuyi Liu,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,18
Jiabao An,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,19
Yunnan Wang,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,20
Evgenij Pop Acev,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,21
William Yan Thorley,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,22
Araya Pumchitamorn,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,23
Jaime Arevalo,09/29/2019,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,27.0,24
