athlete_name,date,event,location,distance,current_type,temp,field_size,place
Amadou Ndiaye,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,63
Jean-Baptiste Antonetti,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,64
Kyllian Lemarchand,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,65
Baptiste Colmant,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,66
Valentin Duteil,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,67
Walid Bouftini,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,68
Amaury Rocha De Oliveira,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,69
Ioané Bourny,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,70
Eliott Prybil,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,71
Léonard Le Sand,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,72
Alexandre Lindmann,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,73
Florian Lafon,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,74
Tom Lerno,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,75
Matija Luka Rafaj,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,76
Merlin Boursier,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,77
Noam Franchi,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,78
Tom Waldeck,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,79
Jérémie Herault,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,80
Gauthier Pierron,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,81
