athlete_name,date,event,location,distance,current_type,temp,field_size,place
David Aubry,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,1
Athanasios Kynigakis,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,2
Alberto Martinez,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,3
Fares Zitouni,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,4
Matan Roditi,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,5
Clement Batte,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6
Hau-Li Fan,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7
Gergely Gyurta,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,8
Logan Vanhuys,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,9
Guillem Pujol,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,10
Clement Kukla,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,11
Yuval Safra,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,12
Rafael Gil,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,13
Pol Gil,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,14
Jon Thomas Mckay,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,15
Reilly Kennedy,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,16
Nicolas Masse-Savard,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,17
Pepijn Smits,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,18
Marcel Schouten,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,19
Raul Santiago Betancor,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,20
Planella Roger Coma,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,21
Ferran Julia Tous,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,22
Federico Salghetti-Drioli,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,23
Asterios Daldogiannis,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,24
Georgios Arniakos,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,25
Jules Wallart,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,26
Eric Hedlin,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,27
Tiago Campos,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,28
Hugo Saillard,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,29
Krzysztof Pielowski,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,30
Jean-Baptiste Clusman,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,31
Raben Dommann,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,32
Eric Villaregut De Mingo,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,33
Marin Debril,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,34
Samuel Matte,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,35
Mathieu Mathy Ben Rahou,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,36
Aubin Coccordano,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,37
Lars Bottelier,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,38
Maxence Dessoit,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,39
Mathieu Sahuc,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,40
Hugo Savignac,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,41
Bogdan Petre,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,42
Alexandre Verplaetse,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,43
Dany Pedro Caille,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,44
Alexis Amory,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,45
Diogo Nunes,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,46
Julien Zinsmeister,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,47
Sander Crooijmans,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,48
Paul Lesprit,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,49
Seppe Marichal,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,50
Corentin Gouezec,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,51
Tomas Peciar,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,52
Mats Baradat,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,53
Leo Teule,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,54
Jules Remy,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,55
Vincent Crooijmans,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,56
Malek Louissi,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,57
Simon Bachmann,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,58
Jan Hercog,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,59
Naim Mokhfi,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,60
Alexandre Mouilley,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,61
Baptiste Decamps,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,62
