athlete_name,date,event,location,distance,current_type,temp,field_size,place
Florian Wellbrock,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,1
Domenico Acerenza,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,2
Kristof Rasovszky,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,3
Pasquale Sanzullo,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,4
Mario Sanzullo,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,5
Sacha Velly,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,6
Andrea Manzi,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,7
Niklas Frach,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,8
Hector Thomas Cheal Pardoe,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,9
Marcello Guidi,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,10
Oliver Klemet,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,11
Tobias Patrick Robinson,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,12
Matteo Furlan,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,13
Axel Reymond,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,14
Marcel Schouten,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,15
Jules Wallart,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,16
Rob Muffels,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,17
Logan Fontaine,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,18
Fares Zitouni,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,19
Tiago Campos,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,20
David Betlehem,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,21
Bailey Armstrong,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,22
Brennan Gravley,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,23
Peter Galicz,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,24
Alberto Martinez,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,25
Jan Hercog,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,26
Logan Vanhuys,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,27
Athanasios Kynigakis,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,28
Enzo Roldan Munoz,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,29
Matan Roditi,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,30
Kirill Abrosimov,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,31
Zalan Sarkany,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,32
Allan Do Carmo,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,33
Linus Schwedler,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,34
Leo Ouabdesselam,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,35
Elliot Sodemann,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,36
Ido Gal,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,37
Diogo Cardoso,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,38
Ben Langner,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,39
Hau-Li Fan,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,40
Diogo Villarinho,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,41
Ziyang Zhang,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,42
Aaron Elias Schmidt,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,43
Michael Brinegar,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,44
Alexandre Verplaetse,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,45
Christian Schreiber,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,46
Raben Severin Dommann,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,81.0,47
