athlete_name,date,event,location,distance,current_type,temp,field_size,place
Arti KRASNIQI,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,43.0
Kaito WATANUKI,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,44.0
Baptiste COLMANT,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,45.0
Elliot SODEMANN,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,46.0
Hau-Li FAN,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,47.0
Clement KUKLA,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,48.0
David BRANDL,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,49.0
Shuyi LIU,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,50.0
Taishin MINAMIDE,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,51.0
Pablo LE CORRE,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,52.0
Dimitrios NEGRIS,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,53.0
Nicholas SLOMAN,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,54.0
Evgenij POP ACEV,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,55.0
Farid ZITOUNI,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,56.0
Christopher JEDEL,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,57.0
Jules WALLART,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,58.0
Jiabao AN,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,59.0
Eric HEDLIN,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,60.0
Lijun ZU,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,61.0
Yosuke AOKI,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,62.0
David FARINANGO,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,63.0
Marin DEBRIL,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,64.0
Kenessary KENENBAYEV,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,65.0
Aiman AL QASMI,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,66.0
Leo OUABDESSELAM,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,67.0
Abdelrahman MOHAMED,03/17/2018,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,68.0
