athlete_name,date,event,location,distance,current_type,temp,field_size,place
Kirill Abrosimov,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,45,1
Denis Adeev,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,2
Matan Roditi,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,3
Tobias Patrick Robinson,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,4
Matej Kozubek,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,5
Yuval Safra,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6
Evgenii Drattcev,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7
Kirill Belyaev,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,8
Anton Evsikov,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,9
Ido Gal,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,10
Pepijn Smits,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,11
Artem Mamushkin,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,12
Vit Ingeduld,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,13
Krzysztof Pielowski,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,14
Yonatan Ahdut,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,15
Tamas Farkas,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,16
Shahar Resman,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,17
Elliot Sodemann,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,18
Igor Chervynskiy,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,19
Ziv Cohen,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,20
Dmitri Titov,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,21
Kirill Dolgov,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,22
Bar Soloveychik,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,23
Batuhan Ecrin Pinar,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,24
Bogdan Petre,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,25
Daniel Polishschuk,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,26
Fedor Matveev,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,27
Levy Orr Horev,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,28
Yonatan Sharon Rosin,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,29
Idan Mordel,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,30
Christopher Jedel,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,31
Vladislav Utrobin,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,32
Alper Cagatay Ustununal,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,33
Polat Uzer Turnali,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,34
Sander Paavo,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,35
Moshe Tzur Dvir,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,36
Jakub Poliacik,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,37
Nikita Arzibachev,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,38
Filip Polak,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,39
Ben Kaplan,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,40
