athlete_name,date,event,location,distance,current_type,temp,field_size,place
Alessio Occhipinti,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,35.0,1
Marcel Schouten,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,35.0,2
Simone Ruffini,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,35.0,3
Francesco Ghettini,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,35.0,4
Axel Reymond,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,35.0,5
Evgenij Pop Acev,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,35.0,6
Franco Ivo Cassini,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,35.0,7
Matheus Emerim Evangelista,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,35.0,8
Matias Diaz Hernandez,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,35.0,9
Edoardo Stochino,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,35.0,10
Matthieu Magne,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,35.0,11
Aleksandar Ilievski,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,35.0,12
Riccardo Chiarcos,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,35.0,13
Marco Inglima,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,35.0,14
