athlete_name,date,event,location,distance,current_type,temp,field_size,place
Axel Reymond,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,34.0,1
Edoardo Stochino,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,34.0,2
Evgenij Pop Acev,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,34.0,3
Marcel Schouten,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,34.0,4
Matias Diaz Hernandez,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,34.0,5
Marc-Antoine Olivier,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,34.0,6
Francesco Ghettini,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,34.0,7
Franco Ivo Cassini,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,34.0,8
Matthieu Magne,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,34.0,9
Aleksandar Ilievski,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,34.0,10
