athlete_name,date,event,location,distance,current_type,temp,field_size,place
Marc-Antoine Olivier,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,1
Rob Muffels,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,2
Florian Wellbrock,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,3
Fares Zitouni,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,4
Gregorio Paltrinieri,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,5
Marcello Guidi,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,6
Hayden Paul Cotter,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,7
Ferry Weertman,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,8
Jack Burnell,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,9
Hector Thomas Cheal Pardoe,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,10
Kirill Abrosimov,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,11
Simone Ruffini,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,12
Niklas Frach,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,13
Mario Sanzullo,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,14
Matteo Furlan,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,15
Bailey Armstrong,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,16
Kai Graeme Edwards,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,17
Axel Reymond,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,18
Esteban Enderica Salgado,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,19
David Farinango,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,20
Pepijn Smits,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,21
Tiago Campos,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,22
Alberto Martinez,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,23
Clement Batte,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,24
Nicholas Sloman,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,25
Andrea Manzi,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,26
Vitaliy Khudyakov,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,27
Andreas Waschburger,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,28
Athanasios Kynigakis,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,29
Pasquale Sanzullo,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,30
David Castro,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,31
Daniel Szekelyi,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,32
Alessio Occhipinti,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,33
Soeren Meissner,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,34
Peter Galicz,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,35
