athlete_name,date,event,location,distance,current_type,temp,field_size,place
Kristof RASOVSZKY,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,1
Federico VANELLI,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,2
Allan DO CARMO,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,3
Simone RUFFINI,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,4
Sören Dellef Meissner,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,5
Andreas WASCHBURGER,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,6
Christian REICHERT,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,7
Yasunari HIRAI,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,8
Yuval SAFRA,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,9
Simon HUITENGA,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,10
Fernando PONTE,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,11
Xavier DESHARNAIS,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,12
Guillermo BERTOLA,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,13
Chris DEEGAN,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,14
Nicolas MASSE-SAVARD,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,15
Rob MUFFELS,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,16
Evgenij POP ACEV,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,17
Jeremias MUNOZ,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,18
Edouard BELANGER,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10,No Current,Neutral,21,19
