athlete_name,date,event,location,distance,current_type,temp,field_size,place
Gregorio Paltrinieri,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,1
Domenico Acerenza,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,2
Marc-Antoine Olivier,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,3
Kristof Rasovszky,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,4
Andrea Manzi,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,5
Dario Verani,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,6
Matteo Furlan,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,7
Mark Kovacsics,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,8
Adam Pinter,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,9
Zalan Sarkany,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,10
Andrea Filadelli,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,11
Martin Straka,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,12
Jan Hercog,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,13
David Betlehem,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,14
Seres Hunor Kovacs,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,15
Fabio Dalu,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,16
Lars Bottelier,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,17
Ivan Giovannoni,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,18
Federico Salghetti-Drioli,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,19
