athlete_name,date,event,location,distance,current_type,temp,field_size,place
Kirill Abrosimov,08/28/2019,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,10.0,1
Axel Reymond,08/28/2019,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,10.0,2
Matteo Furlan,08/28/2019,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,10.0,3
Kristof Rasovszky,08/28/2019,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,10.0,4
Andrea Bianchi,08/28/2019,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,10.0,5
Andreas Waschburger,08/28/2019,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,10.0,6
Dario Verani,08/28/2019,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,10.0,7
Marcel Schouten,08/28/2019,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,10.0,8
Evgenij Pop Acev,08/28/2019,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,10.0,9
Nikola Savatinov,08/28/2019,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,10.0,10
