athlete_name,date,event,location,distance,current_type,temp,field_size,place
Philippe GUERTIN,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10.0,No Current,Neutral,20.0,1.0
Chip PETERSON,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10.0,No Current,Neutral,20.0,2.0
Andreas WASCHBURGER,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10.0,No Current,Neutral,20.0,3.0
Eric HEDLIN,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10.0,No Current,Neutral,20.0,4.0
Richard WEINBERGER,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10.0,No Current,Neutral,20.0,5.0
Pepijn SMITS,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10.0,No Current,Neutral,20.0,6.0
Damien CATTIN-VIDAL,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10.0,No Current,Neutral,20.0,7.0
Christian REICHERT,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10.0,No Current,Neutral,20.0,8.0
Santiago ENDERICA,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10.0,No Current,Neutral,20.0,9.0
Nicolas MASSE-SAVARD,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10.0,No Current,Neutral,20.0,10.0
Diogo VILLARINHO,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10.0,No Current,Neutral,20.0,11.0
Davy BILLIAU,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10.0,No Current,Neutral,20.0,12.0
Xavier DESHARNAIS,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10.0,No Current,Neutral,20.0,13.0
Edouard BELANGER,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10.0,No Current,Neutral,20.0,14.0
Aleksandar ILIEVSKI,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10.0,No Current,Neutral,20.0,15.0
Aquiles BALAUDO,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10.0,No Current,Neutral,20.0,16.0
Tristan FILION,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10.0,No Current,Neutral,20.0,17.0
