athlete_name,date,event,location,distance,current_type,temp,field_size,place
Edoardo STOCHINO,02/04/2018,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,15,1
Simone ERCOLI,02/04/2018,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,15,2
Evgenij POP ACEV,02/04/2018,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,15,3
Aquiles BALAUDO,02/04/2018,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,15,4
Santiago ENDERICA,02/04/2018,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,15,5
Nicolas PROVENZANO,02/04/2018,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,15,6
Aleksandar ILIEVSKI,02/04/2018,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,15,7
Matias AGUIRRE,02/04/2018,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,15,8
Saleh MOHAMMAD,02/04/2018,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,15,9
Fausto Emanuel BRONDO,02/04/2018,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,15,10
Jose Ignacio RAVAGNA,02/04/2018,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,15,11
