athlete_name,date,event,location,distance,current_type,temp,field_size,place
Nicholas Sloman,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,1
Hayden Paul Cotter,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,2
Matteo Furlan,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,3
Soeren Meissner,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,4
Dario Verani,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,5
Andreas Waschburger,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,6
Marcel Schouten,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,7
Cheng-Chi Cho,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,8
Matej Kozubek,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,9
Allan Do Carmo,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,10
William Yan Thorley,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,11
Vitaliy Khudyakov,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,12
Tzu-Cheng Liao,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,13
Chin Ting Keith Sin,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,14
Kai-Wen Tseng,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,15
Tien-En Yang,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,16
Ritchie Oh,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,17
Yu Sung Chen,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,18
Chia En Hsu,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,19
Luke Yu Yang Tan,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,20
Tsung Bao Lin,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,No Current,Neutral,21.0,21
