athlete_name,date,event,location,distance,current_type,temp,field_size,place
Marc-Antoine Olivier,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,2
Dario Verani,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,3
Niklas Frach,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,4
Fabio Dalu,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,5
Athanasios Kynigakis,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,6
Tiago Campos,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,7
Ido Gal,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,8
Evgenij Pop Acev,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,9
Matej Kozubek,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,10
Martim Carvalho,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,11
Aleksandar Ilievski,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,12
