athlete_name,date,event,location,distance,current_type,temp,field_size,place
Ferry WEERTMAN,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,1
Jordan WILIMOVSKY,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,2
Marc-Antoine OLIVIER,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,3
Jack BURNELL,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,4
Kristof RASOVSZKY,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,5
David AUBRY,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,6
Simone RUFFINI,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,7
Evgenii DRATTCEV,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,8
Brendan CASEY,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,9
Federico VANELLI,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,10
Krzysztof PIELOWSKI,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,11
Christian REICHERT,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,12
Chad HO,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,13
Ventsislav AYDARSKI,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,14
Vitaliy KHUDYAKOV,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,15
Shahar RESMAN,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,16
Jack BRAZIER,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,17
Marcel SCHOUTEN,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,18
Kirill ABROSIMOV,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,19
Fernando PONTE,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,20
Danie SZEKELYI,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,21
Guillermo BERTOLA,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,22
Richard WEINBERGER,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,23
Caleb HUGHES,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,24
Lijun ZU,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,25
Rob MUFFELS,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,26
Joaquin MORENO,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,27
Philippe GUERTIN,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,28
Allan DO CARMO,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,29
Ivan ENDERICA OCHOA,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,30
Johndry SEGOVIA,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,31
David BRANDL,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,32
Matej KOZUBEK,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,33
Igor CHERVYNSKIY,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,34
Jiabao AN,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,35
Tamas FARKAS,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,36
Juan Jose SEGOVIA RAMOS,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,37
Asterios DALDOGIANNIS,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,38
Georgios ARNIAKOS,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,39
Yasunari HIRAI,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,40
David CASTRO,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,41
Marwan ELAMRAWY,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,42
Igor SNITKO,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,43
Taiki NONAKA,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,44
Nico MANOUSSAKIS,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,45
Vit INGEDULD,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,46
Fernando BETANZOS,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,47
Shai TOLEDANO,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,48
Evgenij POP ACEV,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,49
Haythem ABDELKHALEK,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,50
Bence BALZAM,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,51
Arturo PEREZ VERTTI FERRER,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,52
Rodrigo CABALLERO,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,53
Pedro PINOTES,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,54
Chin Ting Keith SIN,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,55
Kenessary KENENBAYEV,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,56
Peter GUTYAN,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,57
Marek PAVUK,07/18/2017,FINA World Championships 10km,"Budapest, HUN",10,No Current,Neutral,65,58
