athlete_name,date,event,location,distance,current_type,temp,field_size,place
Damian BLAUM,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,12,1
Edoardo STOCHINO,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,12,2
Evgenij POP ACEV,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,12,3
Simone ERCOLI,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,12,4
Matheus EMERIM EVANGELISTA,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,12,5
Edouard LEHOUX,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,12,6
Aquiles BALAUDO,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,12,7
Matias DIAZ HERNANDEZ,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,12,8
Aleksandar ILIEVSKI,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,12,9
Samir BOTELHO BAREL,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,12,10
Luciano SEGUARDO,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,12,11
Matias AGUIRRE,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57,Current,Neutral,12,12
