athlete_name,date,event,location,distance,current_type,temp,field_size,place
Simone RUFFINI,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,1
Andreas WASCHBURGER,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,2
Allan DO CARMO,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,3
Marcel SCHOUTEN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,4
Kristof RASOVSZKY,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,5
Zhongyi QIAO,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,6
Jiabao AN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,7
Jingwei WENG,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,8
Ruoyu WANG,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,9
Yohsuke MIYAMOTO,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,10
Wenhao WANG,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,11
Joaquin MORENO,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,12
Vitaliy KHUDYAKOV,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,13
Lidou HAN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,14
Chip PETERSON,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,15
Evgenij POP ACEV,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,16
Yuuya KATAOKA,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,17
Zibin ZHANG,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,18
Yifan ZHAO,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,19
Shuhei MATSUMURA,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,20
Ho Yin KWAN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,21
Riku KUWAZOE,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,22
Kosuke MIMURA,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,23
Chin Ting Keith SIN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,24
Jo MIYAZAWA,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,25
Chun Hin HUI,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,26
Tsz Fung TSE,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,27
Chun Hei Bryan LEUNG,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,28
San Ching WONG,10/09/2016,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,30,29
