athlete_name,date,event,location,distance,current_type,temp,field_size,place
Marcel SCHOUTEN,7/27/2019,FINA Grand Prix,"Roberval, CAN",32,No Current,Neutral,13,1
Chris DEEGAN,7/27/2019,FINA Grand Prix,"Roberval, CAN",32,No Current,Neutral,13,2
Matias DIAZ HERNANDEZ,7/27/2019,FINA Grand Prix,"Roberval, CAN",32,No Current,Neutral,13,3
Edoardo STOCHINO,7/27/2019,FINA Grand Prix,"Roberval, CAN",32,No Current,Neutral,13,4
Evgenij POP ACEV,7/27/2019,FINA Grand Prix,"Roberval, CAN",32,No Current,Neutral,13,5
Damian BLAUM,7/27/2019,FINA Grand Prix,"Roberval, CAN",32,No Current,Neutral,13,6
Lars BOTTELIER,7/27/2019,FINA Grand Prix,"Roberval, CAN",32,No Current,Neutral,13,7
Samuel MATTE,7/27/2019,FINA Grand Prix,"Roberval, CAN",32,No Current,Neutral,13,8
Aleksandar ILIEVSKI,7/27/2019,FINA Grand Prix,"Roberval, CAN",32,No Current,Neutral,13,9
Aquiles BALAUDO,7/27/2019,FINA Grand Prix,"Roberval, CAN",32,No Current,Neutral,13,10
