athlete_name,date,event,location,distance,current_type,temp,field_size,place
Evgenii DRATTCEV,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,22
Chad HO,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,23
Jon Thomas MCKAY,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,24
David HERON,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,25
Krzysztof PIELOWSKI,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,26
Daniel SZEKELYI,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,27
Guillem PUJOL,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,28
Jiabao AN,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,29
Danie MARAIS,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,30
David CASTRO,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,31
Phillip SEIDLER,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,32
Allan DO CARMO,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,33
Victor JOHANSSON,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,34
Victor COLONESE,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,35
Diego VERA,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,36
Elliot SODEMANN,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,37
Ous MELLOULI,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,38
Takeshi TOYODA,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,39
Santiago ARTETA,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,40
Vit INGEDULD,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,41
Rafael GIL,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,42
Yuval SAFRA,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,43
David BRANDL,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,44
Taiki NONAKA,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,45
Joaquin MORENO,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,46
Aflah PRAWIRA,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,47
Tamas FARKAS,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,48
Tiago CAMPOS,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,49
Arturo PEREZ VERTTI FERRER,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,50
Evgenij POP ACEV,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,51
Igor CHERVYNSKIY,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,52
Seokhyun PARK,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,53
Junbohang ZHAO,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,54
Wilder CARRENO,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,55
Marwan ELAMRAWY,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,56
Fernando BETANZOS,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,57
Mathieu Mathy BEN RAHOU,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,58
Jaehun PARK,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,59
Lev CHEREPANOV,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,60
William Yan THORLEY,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,61
Rodrigo CABALLERO,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,62
Chin Ting Keith SIN,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,63
Tomas PECIAR,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,64
Maximiliano PACCOT,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,65
Damien PAYET,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,66
Tanakrit KITTIYA,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,67
Sushrut Suryakant KAPSE,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,68
Santiago REYES,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,69
Zedheir TORREZ,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,70
Siwat MATANGKAPONG,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,71
Rinel PIUS,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,72
Cristofer LANUZA,7/15/2019,FINA World Championships 10km,"Gwangju, KOR",10,No Current,Neutral,75,73
