athlete_name,date,event,location,distance,current_type,temp,field_size,place
Hector Thomas Cheal Pardoe,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,1
Athanasios Kynigakis,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,2
Tobias Patrick Robinson,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,3
Matan Roditi,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,4
Kai Graeme Edwards,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,5
Taishin Minamide,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,6
Tiago Campos,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,7
Kirill Abrosimov,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,8
David Farinango,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,9
Ous Mellouli,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,10
Michael Mcglynn,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,11
Daniel Delgadillo,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,12
Matej Kozubek,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,13
Elliot Sodemann,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,14
Nicholas Sloman,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,15
Esteban Enderica Salgado,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,16
Diogo Cardoso,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,17
Hau-Li Fan,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,18
Evgenij Pop Acev,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,19
