athlete_name,date,event,location,distance,current_type,temp,field_size,place
Kristof Rasovszky,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,1
Dario Verani,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,2
Hau-Li Fan,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,3
Matteo Furlan,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,4
Guillem Pujol,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,5
Lars Bottelier,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,6
Marcel Schouten,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,7
Andreas Waschburger,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,8
Fernando Ponte,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,9
Evgenij Pop Acev,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,10
Daniel Delgadillo,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,11
Nicolas Masse-Savard,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,12
Alexandre Finco,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,13
David Pouliot,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,14
Solomon Wright,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,15
Chris Deegan,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,16
Edouard Belanger,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,17
Maxime Gagnon,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,No Current,Neutral,18.0,18
