athlete_name,date,event,location,distance,current_type,temp,field_size,place
Axel Reymond,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,14.0,1
Evgenij Pop Acev,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,14.0,2
Francesco Ghettini,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,14.0,3
Marcel Schouten,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,14.0,4
Edoardo Stochino,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,14.0,5
Andrea Bianchi,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,14.0,6
Matheus Emerim Evangelista,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,14.0,7
Martin Carrizo Yunges,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,14.0,8
Damian Blaum,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,14.0,9
Matias Diaz Hernandez,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,14.0,10
Aquiles Balaudo,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,14.0,11
Aleksandar Ilievski,08/24/2019,FINA Grand Prix,"Ohrid Lake, MKD",25.0,No Current,Neutral,14.0,12
