athlete_name,date,event,location,distance,current_type,temp,field_size,place
Andrea Bianchi,09/07/2019,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,15.0,1
Francesco Ghettini,09/07/2019,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,15.0,2
Evgenij Pop Acev,09/07/2019,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,15.0,3
Damian Blaum,09/07/2019,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,15.0,4
Edoardo Stochino,09/07/2019,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,15.0,5
Marco Magliocca,09/07/2019,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,15.0,6
Matheus Emerim Evangelista,09/07/2019,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,15.0,7
Matias Diaz Hernandez,09/07/2019,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,15.0,8
Aleksandar Ilievski,09/07/2019,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,15.0,9
Aquiles Balaudo,09/07/2019,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,15.0,10
Stefano Parta,09/07/2019,FINA Grand Prix,"Capri-Napoli, ITA",36.0,No Current,Neutral,15.0,11
