athlete_name,date,event,location,distance,current_type,temp,field_size,place
Marc-Antoine Olivier,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,1
Niklas Frach,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,2
Kirill Abrosimov,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,3
Kristof Rasovszky,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,4
Matteo Furlan,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,5
Axel Reymond,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,6
Aaron Elias Schmidt,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,7
Andreas Waschburger,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,8
Marcel Schouten,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,9
Matthieu Magne,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,10
Allan Do Carmo,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,11
Diogo Villarinho,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,12
Alexandre Verplaetse,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,13
Polat Uzer Turnali,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,14
Evgenij Pop Acev,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,15
Ahmet Buraki Sik,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,16
Mehmet Efe Yilmaz,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,17
Emir Batur Albayrak,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,18
Atakan Malgil,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,19
Yagiz Efe Ari,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,20
Kristijan Stojanovski,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,21
Bora Tokcan,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10.0,No Current,Neutral,44.0,22
