athlete_name,date,event,location,distance,current_type,temp,field_size,place
Andrea Manzi,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,1
Matej Kozubek,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,2
Pol Gil,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,3
Federico Vanelli,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,4
Peter Galicz,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,5
Hector Thomas Cheal Pardoe,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6
Fares Zitouni,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7
Zoltán Márk Tabi,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,8
Vit Ingeduld,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,9
Ferran Julia Tous,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,10
Marcel Schouten,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,11
Clement Batte,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,12
Jean-Baptiste Clusman,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,13
Mathieu Mathy Ben Rahou,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,14
Nathan Hughes,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,15
Gaspar Andrade Budino,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,16
Planella Roger Coma,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,17
Jules Wallart,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,18
Angel De Oña Ramirez,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,19
Alexandre Lages Brion,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,20
Escriba Pol Yagües,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,21
Naim Mokhfi,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,22
David Sebesta,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,23
Leo Ouabdesselam,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,24
Bogdan Petre,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,25
Hugo Saillard,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,26
Vojislav Sterba,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,27
Martin Straka,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,28
Enrique Gutierrez Ramirez,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,29
Levente Selmeci,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,30
Jules Remy,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,31
Jakub Kacerovsky,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,32
Leo Teule,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,33
Wielligh Reino Von,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,34
Maxim Suk,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,35
Zac Ellis,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,36
Reece Zowitsky,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,37
Refiloe Mashao,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,38
Baptiste Kukla,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,39
Abdul-Malik Railoun,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,40
Joshua Tucker,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,41
