athlete_name,date,event,location,distance,current_type,temp,field_size,place
Kristof RASOVSZKY,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,1
Logan FONTAINE,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,2
Eric HEDLIN,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,3
Matej KOZUBEK,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,4
Domenico ACERENZA,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,5
Daniel SZEKELYI,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,6
Bailey ARMSTRONG,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,7
Kirill ABROSIMOV,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,8
Hayden Paul COTTER,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,9
Guillem PUJOL,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,10
Krzysztof PIELOWSKI,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,11
Michael BRINEGAR,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,12
Zhongyi QIAO,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,13
Brennan GRAVLEY,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,14
Damien JOLY,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,15
Raben Severin DOMMANN,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,16
Marcello GUIDI,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,17
Niklas FRACH,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,18
Yuval SAFRA,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,19
David CASTRO,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,20
Pepijn SMITS,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,21
Michael MCGLYNN,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,22
Sören Dellef Meissner,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,23
Daniel DELGADILLO,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,24
Denis ADEEV,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,25
Fernando PONTE,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,26
Tamas FARKAS,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,27
Rafael GIL,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,28
Yonatan Sharon ROSIN,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,29
Vit INGEDULD,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,30
Vitaliy KHUDYAKOV,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,31
David BRANDL,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,32
David FARINANGO,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,33
Raul SANTIAGO BETANCOR,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,34
Wilder CARRENO,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,35
Diogo VILLARINHO,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,36
William Yan THORLEY,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,37
Tiago CAMPOS,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,38
Mathieu Mathy BEN RAHOU,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,39
Tomas PECIAR,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,40
Marwan ELAMRAWY,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,41
Gordon John MASON,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,42
Christopher MCGLYNN,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,43
Rodrigo CABALLERO,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,44
Long CHENG,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,45
Fernando BETANZOS,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,46
Maximiliano PACCOT,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,47
Seungho BAEK,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,48
Chin Ting Keith SIN,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,49
Simon BACHMANN,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,50
Amadou NDIAYE,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,51
Jaehoo CHO,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,52
Sander PAAVO,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,53
Zedheir TORREZ,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,54
Cristofer LANUZA,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,55
Rinel PIUS,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,56
Santiago REYES,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,57
Joao Nunes De Oliveira Frias DUARTE,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,58
Kenessary KENENBAYEV,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,59
Dean HOFFMAN,7/12/2019,FINA World Championships 5km,"Gwangju, KOR",5,No Current,Neutral,61,60
