athlete_name,date,event,location,distance,current_type,temp,field_size,place
Edoardo STOCHINO,07/28/2018,FINA Grand Prix,"Roberval, CAN",32,No Current,Cold,15,1
Xavier DESHARNAIS,07/28/2018,FINA Grand Prix,"Roberval, CAN",32,No Current,Cold,15,2
Alexander STUDZINSKI,07/28/2018,FINA Grand Prix,"Roberval, CAN",32,No Current,Cold,15,3
Evgenij POP ACEV,07/28/2018,FINA Grand Prix,"Roberval, CAN",32,No Current,Cold,15,4
Edouard LEHOUX,07/28/2018,FINA Grand Prix,"Roberval, CAN",32,No Current,Cold,15,5
Chris DEEGAN,07/28/2018,FINA Grand Prix,"Roberval, CAN",32,No Current,Cold,15,6
Santiago ENDERICA,07/28/2018,FINA Grand Prix,"Roberval, CAN",32,No Current,Cold,15,7
Damian BLAUM,07/28/2018,FINA Grand Prix,"Roberval, CAN",32,No Current,Cold,15,8
Aquiles BALAUDO,07/28/2018,FINA Grand Prix,"Roberval, CAN",32,No Current,Cold,15,9
Aleksandar ILIEVSKI,07/28/2018,FINA Grand Prix,"Roberval, CAN",32,No Current,Cold,15,10
Gabriel POULIOT,07/28/2018,FINA Grand Prix,"Roberval, CAN",32,No Current,Cold,15,11
Joaquin MORENO,07/28/2018,FINA Grand Prix,"Roberval, CAN",32,No Current,Cold,15,12
