athlete_name,date,event,location,distance,current_type,temp,field_size,place
Yohsuke MIYAMOTO,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,1
Andreas WASCHBURGER,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,2
Joaquin MORENO,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,3
Logan VANHUYS,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,4
Rafael GIL,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,5
Marcel SCHOUTEN,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,6
Fernando PONTE,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,7
Takeshi TOYODA,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,8
Franco Ivo CASSINI,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,9
Alexandre FINCO,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,10
Daniel DELGADILLO,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,11
Tiago CAMPOS,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,12
Dany Pedro CAILLE,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,13
Igor CHERVYNSKIY,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,14
Evgenij POP ACEV,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,15
Diogo Coelho JOSE,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,16
William ROLLO,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,17
Fernando BETANZOS,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,18
Taiki NONAKA,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,19
Saurabh SANGVEKAR,6/8/2019,FINA World Cup,"Setubal, POR",10,No Current,Neutral,21,20
