athlete_name,date,event,location,distance,current_type,temp,field_size,place
Marc-Antoine Olivier,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,1
Kristof Rasovszky,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,2
Niklas Frach,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,3
Andrea Manzi,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,4
Nicholas Sloman,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,5
David Betlehem,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,6
Dario Verani,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,7
Alberto Martinez,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,8
Bailey Armstrong,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,9
Matteo Furlan,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,10
Evgenii Drattcev,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,11
Matan Roditi,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,12
Allan Do Carmo,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,13
Guillem Pujol,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,14
Marcel Schouten,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,15
Lars Bottelier,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,16
Jan Hercog,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,17
Vincent Crooijmans,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,18
Diogo Villarinho,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,19
Ido Gal,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,20
Sander Crooijmans,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,21
Jon Thomas Mckay,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,22
Ziv Cohen,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,23
Yoav Parvar,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,24
Yaron Mantin,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,25
Yuval Krelman,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,No Current,Neutral,48.0,26
