name,pagerank,rank
Ferry Weertman,0.07663503176514194,1
Simone Ruffini,0.04181466603249165,2
Marc-Antoine Olivier,0.041554543230895746,3
Kristof Rasovszky,0.03946446018493508,4
Jordan Wilimovsky,0.0340888673157825,5
Jack Burnell,0.03407595689709325,6
Rob Muffels,0.033050167057561745,7
Federico Vanelli,0.02995837734323267,8
Allan Do Carmo,0.026715281070776045,9
David Aubry,0.024283944815322894,10
Christian Reichert,0.023848127917088267,11
Marcel Schouten,0.023389816633253447,12
Kirill Abrosimov,0.017272168563913153,13
Fernando Ponte,0.01713024802867735,14
Andreas Waschburger,0.016008389511241596,15
Spyridon Gianniotis,0.01336521570384528,16
Yasunari Hirai,0.012225608361589535,17
Evgenii Drattcev,0.0120441764096626,18
Logan Fontaine,0.01118660247978072,19
Andrea Manzi,0.011069409301681953,20
Vitaliy Khudyakov,0.01075868484606914,21
Soeren Meissner,0.010229069539220235,22
Axel Reymond,0.01012831164248904,23
Krzysztof Pielowski,0.010040074948453005,24
Lijun Zu,0.00998804201627763,25
Ventsislav Aydarski,0.009962047268925961,26
Pepijn Smits,0.009755756491944292,27
Diogo Villarinho,0.009674175841528665,28
Matteo Furlan,0.009474290388151054,29
Simon Huitenga,0.009463270312739065,30
Caleb Hughes,0.008913792125644478,31
Chad Ho,0.0088600500311307,32
Jack Brazier,0.008495580575678266,33
Guillermo Bertola,0.00814611060963611,34
Mario Sanzullo,0.007682975341015068,35
Tobias Patrick Robinson,0.00759898447899629,36
Brendan Casey,0.00745828637324962,37
Richard Weinberger,0.00708937908108496,38
Shahar Resman,0.005912937865810371,39
Lachlan Colquhoun,0.0054205329174270124,40
Ivan Enderica Ochoa,0.005322584226498516,41
Mark Papp,0.005121395799382477,42
Alberto Martinez,0.004485343031134943,43
Marcus Herwig,0.00423886855381167,44
Timothy Shuttleworth,0.004021220234192276,45
Yuval Safra,0.003950174931608054,46
Kai Graeme Edwards,0.003807782034852804,47
Evgenij Pop Acev,0.0034547623192969475,48
Aleksandr Astapov,0.003357517926808659,49
Yohsuke Miyamoto,0.0032687784690454387,50
Chip Peterson,0.0032616204655375337,51
Danie Szekelyi,0.0031666148705016862,52
Damien Cattin-Vidal,0.00312324630503415,53
Matej Kozubek,0.0030956065365376506,54
Alexander Studzinski,0.003031702178214678,55
Philippe Guertin,0.002996862671376334,56
Gregorio Paltrinieri,0.0029483380841262524,57
Joaquin Moreno,0.0028526743221321347,58
Taiki Nonaka,0.002832102626190123,59
Sergey Bolshakov,0.0025476886724819315,60
Taishin Minamide,0.002497307045283765,61
Hau-Li Fan,0.00248507286871274,62
Victor Johansson,0.0024652620758048847,63
Daniel Szekelyi,0.002412675567315407,64
Oliver Signorini,0.0022631412067392943,65
Damian Blaum,0.002236407780243136,66
Eric Hedlin,0.0022275817268550308,67
Raul Santiago Betancor,0.0021763232105511425,68
Benjamin Brantu,0.0021611942512293042,69
David Brandl,0.0021538437986172053,70
Edoardo Stochino,0.002101746680713281,71
Alex Meyer,0.0020787178154719355,72
Xavier Desharnais,0.002006414734590934,73
Esteban Enderica Salgado,0.001957788021508369,74
Igor Chervynskiy,0.00195492794786907,75
Jiabao An,0.0019512863802366386,76
David Heron,0.0019488197175408705,77
Yosuke Aoki,0.0019091072740126773,78
Simon Lamar,0.001886382743115319,79
Kirill Belyaev,0.0018821434343881303,80
Johndry Segovia,0.0018753397479547036,81
Nicolas Masse-Savard,0.0018430057868924245,82
Antonio Arroyo,0.0017376101967760548,83
Gergely Gyurta,0.0017003512154438864,84
Pol Gil,0.0016827540405939295,85
Ous Mellouli,0.0015953045616893965,86
Marwan Elamrawy,0.0015893371570137836,87
Matan Roditi,0.0015587775153683516,88
Bailey Armstrong,0.0015465031318497003,89
Roman Karyakin,0.0015205343222649322,90
Santiago Enderica,0.0014727451477164373,91
Jingwei Weng,0.0014499585094733484,92
Logan Vanhuys,0.0014397124893473063,93
Anton Evsikov,0.0014308629362044117,94
David Farinango,0.001416822351743387,95
Anis Cheniti,0.0013956197950214134,96
Shai Toledano,0.001377036392549906,97
Hugo Chopineau,0.0013641773061780617,98
Tamas Farkas,0.0013528900042473167,99
Gaspar Andrade Budino,0.0013502217578249829,100
Diego Vera,0.001346534915475526,101
Aleksandar Ilievski,0.0013376937880730851,102
Matheus Emerim Evangelista,0.0013367137689449145,103
Aubin Coccordano,0.0013363755249350586,104
Daniel Delgadillo,0.0013296633260558043,105
Juan Jose Segovia Ramos,0.0013109682649310127,106
Mateusz Sawrymowicz,0.0012846146768319888,107
Georgios Arniakos,0.0012688418830736374,108
Eric Reuss,0.0012486073713869825,109
Erwin Maldonado,0.0012376755227774005,110
Andrea Bianchi,0.0012355660560126086,111
Theodore Smith,0.0012312607129931175,112
Roman Kozhevnikov,0.0012254625247139165,113
Andrew Gemmell,0.001210923510816166,114
Aquiles Balaudo,0.0011866876201749935,115
Patrik Rakos,0.0011824281984602835,116
Clement Batte,0.0011772051316477818,117
Edouard Lehoux,0.0011756515647651199,118
Igor Snitko,0.0011311987643992717,119
Bertrand Venturi,0.0011294008494983844,120
Sean Ryan,0.0011253975724515588,121
Davy Billiau,0.0011080720156119838,122
Ruwen Straub,0.0011030613691146228,123
Chris Deegan,0.0010838946096020765,124
Asterios Daldogiannis,0.001080569371496027,125
Zhongyi Qiao,0.001077564928707303,126
Danie Marais,0.00107544295231073,127
Lidou Han,0.001071087408118829,128
Wenhao Wang,0.0010571733378180335,129
Jack Alan Mcloughlin,0.001035425895886339,130
Jan Kutnik,0.0010212485674182127,131
Tomi Stefanovski,0.00101194577252337,132
Yuuya Kataoka,0.0009971246413871568,133
Martin Carrizo Yunges,0.00099668327163533,134
Matthias Schweinzer,0.0009796287091300474,135
Baptiste Colmant,0.0009651881489968906,136
Nico Manoussakis,0.0009651096537984807,137
Richard Nagy,0.0009634188558006836,138
Artem Podyakov,0.0009622139110423193,139
Yann Corbel,0.0009612230420980239,140
Rafael Gil,0.0009528985945835666,141
Ruoyu Wang,0.0009478191724525882,142
Ivan Afanevich,0.0009373133453416337,143
Jeremias Munoz,0.0009282081871600848,144
Shuyi Liu,0.0009263029163403716,145
Jarrod Poort,0.0009223261740686115,146
Naim Mokhfi,0.0009206815047513139,147
Soon Choy Kevin Yeap,0.0009142263977509626,148
Kane Rae Francis Radford,0.0009095280428780162,149
Solomon Wright,0.000907599172964833,150
Jean-Baptiste Clusman,0.0009068470911995825,151
Ellito Sodemann,0.0009028830530615308,152
Christopher Bryan,0.0009001402713015304,153
Alexis Vandevelde,0.000895727110011166,154
Zibin Zhang,0.000887879129797267,155
Luis Fernardo Bolanos Zuloaga,0.0008873169849028424,156
Thore Bermel,0.0008844234370145342,157
Enzo Roldan Munoz,0.000871817841123559,158
Simone Ercoli,0.0008440936684781191,159
Wilder Carreno,0.0008425458407550776,160
Miguel Armijos,0.0008341413919664014,161
Hugo Saillard,0.0008155514559732807,162
Vit Ingeduld,0.0008118024342332738,163
Jan Urbaniak,0.0008067127143365345,164
Matias Diaz Hernandez,0.0007970899116715234,165
Arturo Perez Vertti Ferrer,0.0007967044948466665,166
David Castro,0.0007933801944925202,167
Katelnikof Alexander Dawson,0.0007922738465733198,168
Farid Zitouni,0.0007866679134376567,169
Tsz Fung Tse,0.0007760480853316581,170
Lupeng Liu,0.0007756150904336306,171
Attila Kiss,0.0007693293921112591,172
Arti Krasniqi,0.0007671606746900598,173
Fernando Betanzos,0.0007643981769806753,174
Haythem Abdelkhalek,0.000760627509329954,175
