name,pagerank,rank
Ferry Weertman,0.09141929156324562,1
Marc-Antoine Olivier,0.062484590832648394,2
Jack Burnell,0.048024552029515645,3
Simone Ruffini,0.04536132783250828,4
Jordan Wilimovsky,0.039521046303998955,5
Federico Vanelli,0.034825287353324366,6
Kristof Rasovszky,0.029599525502693236,7
David Aubry,0.026867673765064045,8
Spyridon Gianniotis,0.02489615046831133,9
Rob Muffels,0.024678304354526934,10
Marcel Schouten,0.02458821216664547,11
Christian Reichert,0.02173985969009904,12
Kirill Abrosimov,0.020830357122799906,13
Andreas Waschburger,0.01583748470623284,14
Allan Do Carmo,0.015546537124061326,15
Evgenii Drattcev,0.015542243177403142,16
Lijun Zu,0.015483574715968784,17
Andrea Manzi,0.013375766887708872,18
Vitaliy Khudyakov,0.010387258603958834,19
Axel Reymond,0.010358202990143527,20
Chad Ho,0.010167415934261143,21
Caleb Hughes,0.00989660679011237,22
Matteo Furlan,0.009243820596677648,23
Jack Brazier,0.008685838580376665,24
Ventsislav Aydarski,0.008626490323165675,25
Guillermo Bertola,0.008054152166928924,26
Yasunari Hirai,0.008035869756404176,27
Krzysztof Pielowski,0.007840866163808859,28
Brendan Casey,0.0077804207316118385,29
Richard Weinberger,0.007769036326064271,30
Fernando Ponte,0.007330050753086193,31
Diogo Villarinho,0.007274352245216039,32
Mark Papp,0.007152082393015256,33
Logan Fontaine,0.007125453735534085,34
Pepijn Smits,0.006825095706335051,35
Mario Sanzullo,0.00656301127255662,36
Soeren Meissner,0.005108165848847349,37
Chip Peterson,0.0050407236739019,38
Damien Cattin-Vidal,0.0049129511134541086,39
Shahar Resman,0.00472207511127455,40
Simon Huitenga,0.004535110067671905,41
Timothy Shuttleworth,0.004101497094554719,42
Evgenij Pop Acev,0.003952818237451697,43
Yohsuke Miyamoto,0.003849322228787773,44
Ivan Enderica Ochoa,0.0038292619682338187,45
Philippe Guertin,0.003669722489782493,46
Alex Meyer,0.003531829649438828,47
Aleksandr Astapov,0.003417171885311857,48
