 '01/25/2018',3
 '01/26/2018',3
 '01/27/2018',3
 '01/28/2018',3
 '01/29/2018',3
 '01/30/2018',3
 '01/31/2018',3
 '02/01/2018',3
 '02/02/2018',3
 '02/03/2018',3
 '02/04/2018',3
 '02/05/2018',3
 '02/06/2018',3
 '02/07/2018',3
 '02/08/2018',3
 '02/09/2018',3
 '02/10/2018',3
 '02/11/2018',3
 '02/12/2018',3
 '02/13/2018',3
 '02/14/2018',3
 '02/15/2018',3
 '02/16/2018',3
 '02/17/2018',3
 '02/18/2018',3
 '02/19/2018',3
 '02/20/2018',3
 '02/21/2018',3
 '02/22/2018',3
 '02/23/2018',3
 '02/24/2018',3
 '02/25/2018',3
 '02/26/2018',3
 '02/27/2018',3
 '02/28/2018',3
 '03/01/2018',3
 '03/02/2018',3
 '03/03/2018',3
 '03/04/2018',3
 '03/05/2018',3
 '03/06/2018',3
 '03/07/2018',3
 '03/08/2018',3
 '03/09/2018',3
 '03/10/2018',3
 '03/11/2018',3
 '03/12/2018',3
 '03/13/2018',3
 '03/14/2018',3
 '03/15/2018',3
 '03/16/2018',3
 '03/17/2018',3
 '03/18/2018',3
 '03/19/2018',3
 '03/20/2018',3
 '03/21/2018',3
 '03/22/2018',3
 '03/23/2018',3
 '03/24/2018',3
 '03/25/2018',3
 '03/26/2018',3
 '03/27/2018',3
 '03/28/2018',3
 '03/29/2018',3
 '03/30/2018',3
 '03/31/2018',3
 '04/01/2018',3
 '04/02/2018',3
 '04/03/2018',3
 '04/04/2018',3
 '04/05/2018',3
 '04/06/2018',3
 '04/07/2018',3
 '04/08/2018',3
 '04/09/2018',3
 '04/10/2018',3
 '04/11/2018',3
 '04/12/2018',3
 '04/13/2018',3
 '04/14/2018',3
 '04/15/2018',3
 '04/16/2018',3
 '04/17/2018',3
 '04/18/2018',3
 '04/19/2018',3
 '04/20/2018',3
 '04/21/2018',3
 '04/22/2018',3
 '04/23/2018',3
 '04/24/2018',3
 '04/25/2018',3
 '04/26/2018',3
 '04/27/2018',3
 '04/28/2018',3
 '04/29/2018',3
 '04/30/2018',3
 '05/01/2018',3
 '05/02/2018',3
 '05/03/2018',3
 '05/04/2018',3
 '05/05/2018',3
 '05/06/2018',3
 '05/07/2018',3
 '05/08/2018',3
 '05/09/2018',3
 '05/10/2018',3
 '05/11/2018',3
 '05/12/2018',3
 '05/13/2018',3
 '05/14/2018',3
 '05/15/2018',3
 '05/16/2018',3
 '05/17/2018',3
 '05/18/2018',3
 '05/19/2018',3
 '05/20/2018',3
 '05/21/2018',3
 '05/22/2018',3
 '05/23/2018',3
 '05/24/2018',3
 '05/25/2018',3
 '05/26/2018',3
 '05/27/2018',3
 '05/28/2018',3
 '05/29/2018',3
 '05/30/2018',3
 '05/31/2018',3
 '06/01/2018',3
 '06/02/2018',3
 '06/03/2018',3
 '06/04/2018',3
 '06/05/2018',3
 '06/06/2018',3
 '06/07/2018',3
 '06/08/2018',3
 '06/09/2018',3
 '06/10/2018',3
 '06/11/2018',3
 '06/12/2018',3
 '06/13/2018',3
 '06/14/2018',3
 '06/15/2018',3
 '06/16/2018',3
 '06/17/2018',3
 '06/18/2018',3
 '06/19/2018',3
 '06/20/2018',3
 '06/21/2018',3
 '06/22/2018',3
 '06/23/2018',3
 '06/24/2018',3
 '06/25/2018',3
 '06/26/2018',3
 '06/27/2018',2
 '06/28/2018',2
 '06/29/2018',2
 '06/30/2018',2
 '07/01/2018',2
 '07/02/2018',2
 '07/03/2018',2
 '07/04/2018',2
 '07/05/2018',2
 '07/06/2018',2
 '07/07/2018',2
 '07/08/2018',2
 '07/09/2018',2
 '07/10/2018',1
 '07/11/2018',1
 '07/12/2018',1
 '07/13/2018',1
 '07/14/2018',1
 '07/15/2018',1
 '07/16/2018',1
 '07/17/2018',1
 '07/18/2018',1
 '07/19/2018',1
 '07/20/2018',1
 '07/21/2018',1
 '07/22/2018',1
 '07/23/2018',1
 '07/24/2018',1
 '07/25/2018',1
 '07/26/2018',1
 '07/27/2018',1
 '07/28/2018',1
 '07/29/2018',1
 '07/30/2018',1
 '07/31/2018',1
 '08/01/2018',1
 '08/02/2018',1
 '08/03/2018',1
 '08/04/2018',1
 '08/05/2018',1
 '08/06/2018',1
 '08/07/2018',1
 '08/08/2018',1
 '08/09/2018',1
 '08/10/2018',1
 '08/11/2018',1
 '08/12/2018',1
 '08/13/2018',1
 '08/14/2018',1
 '08/15/2018',1
 '08/16/2018',1
 '08/17/2018',1
 '08/18/2018',1
 '08/19/2018',1
 '08/20/2018',1
 '08/21/2018',1
 '08/22/2018',1
 '08/23/2018',1
 '08/24/2018',1
 '08/25/2018',1
 '08/26/2018',1
 '08/27/2018',1
 '08/28/2018',1
 '08/29/2018',1
 '08/30/2018',1
 '08/31/2018',1
 '09/01/2018',1
 '09/02/2018',1
 '09/03/2018',1
 '09/04/2018',1
 '09/05/2018',1
 '09/06/2018',1
 '09/07/2018',1
 '09/08/2018',1
 '09/09/2018',1
 '09/10/2018',1
 '09/11/2018',1
