name,pagerank,rank
Leonie Beck,0.07736163899507457,1
Ana Marcela Cunha,0.06575868863987877,2
Sharon Van Rouwendaal,0.04743036960244229,3
Anna Olasz,0.040249740563504076,4
Rachele Bruni,0.03547812324773424,5
Giulia Gabbrielleschi,0.0344914434428145,6
Lara Grangeon De Villele,0.03079749871918707,7
Arianna Bridi,0.027705685707934483,8
Oceane Cassignol,0.02542549293084954,9
Lea Boy,0.02403379554713532,10
Haley Anderson,0.02356485173242042,11
Kareena Lee,0.023092886751269283,12
Angelica Andre,0.020960796189206536,13
Caroline Laure Jouisse,0.019817947945025425,14
Xin Xin,0.01693263205359226,15
Barbara Pozzobon,0.015913307033201082,16
Jeannette Spiwoks,0.01516402976153901,17
Paula Ruiz Bravo,0.01495007821983409,18
Ginevra Taddeucci,0.01418435440128166,19
Samantha Arevalo,0.01292478972613856,20
Ashley Twichell,0.011765701626793603,21
Martina De Memme,0.011127432812634086,22
Reka Rohacs,0.011014493938877615,23
Finnia Wunram,0.010858943429533053,24
Mafalda Rosa,0.009411950911145741,25
Alice Dearing,0.009327053390445025,26
Aurelie Muller,0.008729751557359347,27
Lisa Pou,0.007664045694610537,28
Alena Benesova,0.0063513389127662495,29
Maria De Valdes,0.006283121419732275,30
Anastasiia Kirpichnikova,0.00580132165988842,31
Onon Katalin Somenek,0.005799552390273972,32
Cecilia Biagioli,0.005679404503489089,33
Yumi Kida,0.005528657559107176,34
Danielle Huskisson,0.00472318333272691,35
Hannah Moore,0.004379558904912665,36
Madelon Catteau,0.004351556991348076,37
Giulia Berton,0.004077483263256752,38
Spela Perse,0.004016524800262032,39
Krystyna Panchishko,0.003986775669469888,40
Serena Stel,0.003910184274398094,41
Jannette Spiwoks,0.003793712445873051,42
Kate Farley Sanderson,0.0037428766531290105,43
Ekaterina Sorokina,0.0036291162811880663,44
Yana Kurtseva,0.0035345425200637628,45
Sofie Callo,0.003398214481473664,46
Esmee Vermeulen,0.003387672677467868,47
Yawen Hou,0.0033622014672398974,48
Viviane Jungblut,0.0033251411741582982,49
Maria Bramont-Arias,0.0031970109157928657,50
Eva Fabian,0.003009778474105994,51
Mira Szimcsak,0.0029524286234423646,52
Silvia Ciccarella,0.002521649999575954,53
Fuwei Dong,0.0024255198705690198,54
Alisia Tettamanzi,0.002373077829278251,55
Chloe Gubecka,0.002361415064231078,56
Mariah Denigan,0.002351885456866078,57
Minami Niikura,0.0023504000396976504,58
Isabella Sinisi,0.0022312480633312343,59
Elea Linka,0.0021991655208296336,60
Sofia Kolesnikova,0.002181010854875169,61
Madisyn Armstrong,0.002157682878457533,62
Luca Vas,0.0021241286553125723,63
Lenka Sterbova,0.0020892366594961083,64
Stephanie Horner,0.002056919936551149,65
Romina Soledad Imwinkelried,0.0020043690154725492,66
Mackenzie Brazier,0.0019443057207175068,67
Valeriia Ermakova,0.0018898168572428786,68
Emily Clarke,0.0018847003058512974,69
Mariia Novikova,0.0018811654738587853,70
Vivien Balogh,0.0018455293303844115,71
Morgane Dornic,0.0018324204413705017,72
Ellen Olsson,0.0017347164457963988,73
Helvina Huet,0.0016193114878119887,74
Katy Campbell,0.001608777454100646,75
Kalliopi Araouzou,0.00160405496034856,76
Chelsea Gubecka,0.0015994019788803469,77
Maria Vilas,0.001580848845038348,78
Erica Sullivan,0.0015559344043520515,79
Michelle Weber,0.0015091548701813302,80
Maisie Emily Macartney,0.001507683228217628,81
Claire Six,0.0014141471656337525,82
Justyna Burska,0.0014135899686277785,83
Julia Arino,0.0014106924827973757,84
Marie Kuntzmann,0.0013870455551210918,85
Claudia Giralt Pidemont,0.001345779152268702,86
Nolwenn Nunes,0.001345051664462258,87
Celia Heurtaux,0.0013371571500686147,88
Lean Cabon,0.0013307870835768498,89
Johanna Enkner,0.0013176492464281046,90
Paola Perez,0.001314554708644042,91
Ilona Maille,0.001311264516169875,92
Eden Girloanta,0.0012964074996453918,93
Carla Goyanes Garcia,0.0012838175419390891,94
Alice Franco,0.0012162997085636003,95
Anna Fave,0.0011333186710273952,96
Laura Rodriguez Santaularia,0.001100253198496189,97
Pilar Geijo,0.001098490858429162,98
Anastasia Basalduk,0.0010732413901580326,99
Daria Volobueva,0.0010417141610427417,100
Angela Maurer,0.0010339075961131637,101
Tsz Yin Nip,0.0010202013983338536,102
Kincso Gal,0.0010155923509553991,103
Lucie Zubalikova,0.0010080190890166913,104
Elise Houllier,0.0009930527163764069,105
Li-Shan Chantal Liew,0.0009882031460035751,106
Maria Babkina,0.000985511333329219,107
Veronica Santoni,0.0009560828326678807,108
Martha Sandoval,0.0009525016363851749,109
Candela Sanchez Lora,0.0009463873077671155,110
Emma Onolfo,0.0009339595039819678,111
Sofia Vakhrusheva,0.0009026794766017941,112
Anastasiia Krapivina,0.0008986415497699574,113
Chloe Green,0.0008897137168301398,114
Mariana Mendes,0.0008860103812615207,115
Alice Bataille,0.0008798577623224061,116
Kenna Delaney Godfrey Smallegange,0.0008627627216412478,117
Adeline Furst,0.0008624424902917115,118
Becca Mann,0.0008611429173841324,119
Jnaka Juhasz,0.0008583848747307198,120
Fang Qu,0.0008557697662138573,121
Muran Tian,0.0008435713212389935,122
Bianca Crisp,0.0008412398159076959,123
Marij Van Der Mast,0.0008398756532876765,124
Blanka Berecz,0.0008379008113142159,125
Angela Martinez Guillen,0.0008341437397610456,126
Cherelle Tahnee Oestringer,0.000818142703297932,127
Julie Pleskotova,0.0008115813202102054,128
Clara Andreea Spanu,0.0008036293295945338,129
Xu Chu,0.0008002033668499159,130
Lou-Anne Barniet,0.0007931908812836,131
Katie Grimes,0.0007877387686665771,132
Petra Mijic,0.0007778578633094112,133
Nora Naessens,0.0007772479337610357,134
Andrea Dominguez Casabella,0.0007601602346464021,135
Anastasiia Kostyleva,0.0007599624286774101,136
Paula Otero Fernandez,0.0007595596884311194,137
Céleste Vereecke,0.0007591565455413356,138
Alisa Skorniakova,0.0007567668248925038,139
Aroa Silva Fidalgo,0.0007508186192208114,140
