name,pagerank,rank
Sharon Van Rouwendaal,0.07385043935733261,1
Leonie Beck,0.07289152127092949,2
Ana Marcela Cunha,0.06633477845801404,3
Ginevra Taddeucci,0.04865057095320654,4
Giulia Gabbrielleschi,0.04060275127478013,5
Angelica Andre,0.03256460801718671,6
Anna Olasz,0.03202432484955275,7
Aurelie Muller,0.027448335650580552,8
Chelsea Gubecka,0.0248212952147543,9
Lea Boy,0.023198176448030194,10
Barbara Pozzobon,0.02278295301476159,11
Caroline Laure Jouisse,0.021450277143986413,12
Jeannette Spiwoks,0.020840676235830618,13
Oceane Cassignol,0.019177670576588354,14
Viviane Jungblut,0.018510246931674405,15
Rachele Bruni,0.017920823336202346,16
Maria De Valdes,0.016735076404437756,17
Moesha Johnson,0.012918376235393807,18
Lisa Pou,0.012313028078656741,19
Reka Rohacs,0.01217115072362112,20
Martina De Memme,0.01197456366567581,21
Mafalda Rosa,0.011881721404507203,22
Lara Grangeon De Villele,0.010298712349653037,23
Mariah Denigan,0.0094097190762472,24
Mira Szimcsak,0.009233774629539108,25
Spela Perse,0.008661613266144924,26
Vivien Balogh,0.008408670888219894,27
Kareena Lee,0.008408637768110173,28
Katie Grimes,0.008310593244114962,29
Paula Ruiz Bravo,0.0072938947502605034,30
Madelon Catteau,0.006950874389532064,31
Eva Fabian,0.006669172643058498,32
Bettina Fábián,0.00557550272982881,33
Samantha Arevalo,0.004907019053613139,34
Alice Dearing,0.0048781715979424175,35
Alena Benesova,0.004804460504663374,36
Angela Martinez Guillen,0.004181074907340303,37
Maria Bramont-Arias,0.004143510750872647,38
Sofie Callo,0.003906448684560942,39
Haley Anderson,0.00339289812138685,40
Anastasiia Kirpichnikova,0.003339514794071375,41
Giulia Berton,0.003272872992091079,42
Xin Xin,0.0032178385193149953,43
Silvia Ciccarella,0.003193429810857789,44
Luca Vas,0.003072309036772035,45
Arianna Bridi,0.003058987309197376,46
Krystyna Panchishko,0.002994245409610071,47
Elea Linka,0.002946210559663217,48
Cecilia Biagioli,0.0029195015152489088,49
Onon Katalin Somenek,0.002800931507609137,50
Tsz Yin Nip,0.0026551856292305063,51
Ekaterina Sorokina,0.0025724967427152045,52
Ashley Twichell,0.0025492831088449854,53
Lenka Sterbova,0.0025068204179321645,54
Kate Farley Sanderson,0.0024494633394910163,55
Serena Stel,0.002416657251208862,56
Bianca Crisp,0.002415743355325656,57
Yumi Kida,0.0024155446826306082,58
Finnia Wunram,0.002401642313188042,59
Yana Kurtseva,0.0023420501640888424,60
Alisia Tettamanzi,0.002237577988801829,61
Narin Burcunaz,0.002192635307463143,62
Airi Ebina,0.0020850184487664633,63
Arianna Valloni,0.0020639743879484755,64
Veronica Santoni,0.002029959503225036,65
Diana Taszhanova,0.0019308655764358913,66
Jannette Spiwoks,0.0017343023094195855,67
Orian Gablan,0.0016652380900568648,68
Candela Sanchez Lora,0.0016486421567147322,69
Sofia Kolesnikova,0.0015691779204452076,70
Amica De Jager,0.0015401434903118552,71
Anna Auld,0.0015352611746205249,72
