name,pagerank,rank
Ana Marcela Cunha,0.08424979221528751,1
Rachele Bruni,0.05982188033231569,2
Arianna Bridi,0.05800557402408205,3
Leonie Beck,0.05399981901911326,4
Haley Anderson,0.04878998513106887,5
Sharon Van Rouwendaal,0.03754132461246581,6
Xin Xin,0.03408560715480187,7
Kareena Lee,0.033550522039326736,8
Lara Grangeon De Villele,0.029272053373911755,9
Finnia Wunram,0.0283165113831213,10
Aurelie Muller,0.017617364544816418,11
Giulia Gabbrielleschi,0.015998095585401443,12
Angelica Andre,0.015880632955061806,13
Ashley Twichell,0.015377917426030861,14
Samantha Arevalo,0.013074612161916015,15
Anna Olasz,0.012827582324121845,16
Esmee Vermeulen,0.012085190416449135,17
Lea Boy,0.0104724469304227,18
Hannah Moore,0.01012816292531489,19
Martina De Memme,0.009493233289077623,20
Paula Ruiz Bravo,0.008965215318929957,21
Yawen Hou,0.008873592624508979,22
Viviane Jungblut,0.008320004929432485,23
Alice Dearing,0.007762771434123453,24
Chelsea Gubecka,0.0066092547222767395,25
Alena Benesova,0.006586341914002167,26
Reka Rohacs,0.006523772634785166,27
Oceane Cassignol,0.006334401214082725,28
Danielle Huskisson,0.006279739923589879,29
Chloe Gubecka,0.005938888621809443,30
Barbara Pozzobon,0.00564481110024875,31
Onon Katalin Somenek,0.005198381430236504,32
Yumi Kida,0.005064251309635239,33
Mackenzie Brazier,0.004913764811874385,34
Maria De Valdes,0.004748753448506324,35
Caroline Laure Jouisse,0.004486473641002431,36
Fuwei Dong,0.004192573602964037,37
Spela Perse,0.003877168766799211,38
Maria Bramont-Arias,0.0036119680847614267,39
Erica Sullivan,0.003519821256634606,40
Lisa Pou,0.0035012816149623837,41
Eva Fabian,0.0034939682143799136,42
Angela Maurer,0.003306952667293736,43
Ellen Olsson,0.0032805620787722946,44
Katy Campbell,0.0032626025359013687,45
Jeannette Spiwoks,0.003258912962619781,46
Minami Niikura,0.0031645523858229094,47
Kalliopi Araouzou,0.003122037866263995,48
Mariia Novikova,0.0031026060354510904,49
Valeriia Ermakova,0.002969377648823421,50
Svenja Zihsler,0.002927232173614503,51
Melinda Novoszath,0.0028871154353732175,52
Muran Tian,0.0026705122947000893,53
