name,pagerank,rank
Marc-Antoine Olivier,0.08539659190587992,1
Florian Wellbrock,0.08372477237052711,2
Rob Muffels,0.06162558003962289,3
Kristof Rasovszky,0.047148054564920154,4
Gregorio Paltrinieri,0.03454077770441456,5
Ferry Weertman,0.022174689444122517,6
Mario Sanzullo,0.01832391735019039,7
Jack Burnell,0.01656636030417983,8
Kirill Abrosimov,0.014760114332555776,9
Fares Zitouni,0.013702845849623752,10
Axel Reymond,0.013453242286619108,11
Matteo Furlan,0.013153322044399667,12
Alberto Martinez,0.012790699878244233,13
Logan Fontaine,0.012071998104638437,14
Jordan Wilimovsky,0.011676503147440627,15
Simone Ruffini,0.011278265326305732,16
Kai Graeme Edwards,0.010693267677918755,17
Hector Thomas Cheal Pardoe,0.010555896432252233,18
Hayden Paul Cotter,0.00983483644404097,19
Matej Kozubek,0.00982555846044033,20
Athanasios Kynigakis,0.009686860708362773,21
Esteban Enderica Salgado,0.009582445980224744,22
Andreas Waschburger,0.009443642981683445,23
David Aubry,0.009298667689064288,24
Daniel Szekelyi,0.00881451079442655,25
Marcello Guidi,0.008542781087758067,26
Nicholas Sloman,0.008264705286185801,27
Bailey Armstrong,0.007888569628036565,28
Logan Vanhuys,0.007503008072128656,29
Niklas Frach,0.007275875739947745,30
Marcel Schouten,0.006844716970697547,31
Pepijn Smits,0.006414641604231185,32
Tobias Patrick Robinson,0.006256753166525658,33
Guillem Pujol,0.006144515288949714,34
Matan Roditi,0.0057297760374108156,35
Dario Verani,0.0055229796269736725,36
Soren Dellef Meissner,0.00544195115076682,37
Tiago Campos,0.005147944402405765,38
David Farinango,0.005126688674848966,39
David Huszti,0.00509918852931567,40
Yuval Safra,0.005011491410997619,41
Andrea Manzi,0.004897129971970556,42
Krzysztof Pielowski,0.004818861896698486,43
Allan Do Carmo,0.004414572855266638,44
Peter Galicz,0.004395133483102672,45
Clement Batte,0.0041890687496185745,46
Franco Ivo Cassini,0.004167642064311984,47
Jules Wallart,0.00408993923665479,48
Hau-Li Fan,0.004064811725252068,49
Vitaliy Khudyakov,0.003635705885419463,50
Evgenij Pop Acev,0.003617275109216781,51
Pol Gil,0.0035577299948908138,52
Rafael Gil,0.0035000989280679564,53
Alessio Occhipinti,0.0032496557712706664,54
Pasquale Sanzullo,0.002953202643982967,55
Elliot Sodemann,0.002939402179086851,56
Francesco Ghettini,0.002882242630933969,57
Fernando Ponte,0.0028565832688667316,58
Evgenii Drattcev,0.0028412378218740544,59
Vit Ingeduld,0.0028143985626872623,60
Christian Reichert,0.0027851173686257932,61
David Castro,0.0027348213840464475,62
Eric Hedlin,0.002592421914202581,63
Damien Joly,0.0025152968820146542,64
Kirill Belyaev,0.0025146579593888336,65
Jiabao An,0.0024433371614910678,66
Raul Santiago Betancor,0.002343779456440928,67
Diogo Villarinho,0.0022738447987131877,68
Brendan Casey,0.0022687381403047537,69
Alexis Vandevelde,0.0021829769044476185,70
Denis Adeev,0.002080166756716486,71
Andrea Bianchi,0.002065555019460834,72
Taishin Minamide,0.0020562818258374332,73
Soeren Meissner,0.0020352736296275747,74
Takeshi Toyoda,0.0019422150407165748,75
Igor Chervynskiy,0.001940029199543898,76
David Brandl,0.001865452318927745,77
Nicholas Rollo,0.0018378736731134498,78
David Heron,0.001834158345786771,79
Jon Thomas Mckay,0.0017888867263306796,80
Zhongyi Qiao,0.0017174102322213556,81
Domenico Acerenza,0.0017156456273048723,82
Brennan Gravley,0.0017143867155065878,83
Sebastien Dureux,0.0017068029576454166,84
Alexandre Finco,0.0016860927137685926,85
Mark Papp,0.0016836542603615497,86
Christian Keber,0.0016772644773936543,87
Shahar Resman,0.001633828423256121,88
Jean-Baptiste Clusman,0.001605671880999305,89
Guillermo Vittorio Bertola,0.001589633672439917,90
Lars Bottelier,0.0015772208065875058,91
Federico Salghetti-Drioli,0.0015655610786976216,92
David Betlehem,0.0015592094263692303,93
Clement Kukla,0.0015334870119051722,94
Jan Hercog,0.0015282826183460282,95
Artem Mamushkin,0.0015165340871961357,96
Leo Ouabdesselam,0.0015117630794627566,97
Joaquin Moreno,0.0014940850266253235,98
Chad Ho,0.0014893168841637878,99
Victor Colonese,0.0014880535781110532,100
Edoardo Stochino,0.0014859050196748278,101
Anton Evsikov,0.0014835554500770066,102
Lev Cherepanov,0.0014602128414669942,103
Michael Brinegar,0.001421434863364829,104
Riku Kuwazoe,0.0014061078225887135,105
Nicolas Masse-Savard,0.001394125241739954,106
Federico Vanelli,0.001385926726064787,107
Danie Marais,0.0013729284603913828,108
Taylor Abbott,0.0013158865763925722,109
Ferran Julia Tous,0.0012594076202479818,110
Raben Severin Dommann,0.0012421019683058025,111
Ido Gal,0.001232982661620051,112
Gergely Gyurta,0.001220746728109319,113
Damian Blaum,0.0012204210213286127,114
Mathieu Mathy Ben Rahou,0.0012048133264862223,115
Daniel Delgadillo,0.0011975888372360807,116
Taiki Nonaka,0.0011708432666380428,117
Gaspar Andrade Budino,0.001168143353117181,118
Sacha Velly,0.0011593367566689189,119
Tamas Farkas,0.0011390047988612613,120
Hugo Saillard,0.0011349544719593493,121
Asterios Daldogiannis,0.0011180897509720537,122
Planella Roger Coma,0.0011073485900816075,123
Yohsuke Miyamoto,0.0011007295965589964,124
Nathan Hughes,0.0010956005919388811,125
Enzo Kihara,0.0010937567210525284,126
Vladislav Utrobin,0.0010673943068460427,127
Jack Wilson,0.0010557738056354183,128
Aleksandr Astapov,0.0010381820455878936,129
Marcus Herwig,0.0010380587738146505,130
Idan Mordel,0.0010146121202263116,131
Reilly Kennedy,0.0009985241150406326,132
Naim Mokhfi,0.0009700407801122746,133
Aquiles Balaudo,0.0009405961562735842,134
Matheus Emerim Evangelista,0.0009323873706324836,135
Bogdan Petre,0.0008929927558824484,136
Victor Hugo Ribeiro Colonese,0.0008702275833066756,137
Ziyang Zhang,0.0008647725971214602,138
Zoltán Márk Tabi,0.0008602634640197546,139
Simone Ercoli,0.0008602455373782676,140
Aubin Coccordano,0.0008443035700758401,141
Ruoyu Wang,0.0008229081220877203,142
Simon Huitenga,0.0008225500938605409,143
Alexander Studzinski,0.0008151531136304975,144
Zoltán Drigan,0.0008014951395260001,145
Maxence Dessoit,0.0007905848931285672,146
Samuel Matte,0.0007893550336084042,147
Georgios Arniakos,0.0007875965887510451,148
Matias Diaz Hernandez,0.0007808503297659716,149
Ruwen Straub,0.000779181851699401,150
Victor Johansson,0.0007773445260313427,151
Enzo Roldan Munoz,0.0007535701593539399,152
Aleksandar Ilievski,0.0007512825832002376,153
William Yan Thorley,0.0007511920936219736,154
Shai Toledano,0.000747564902250002,155
Phillip Seidler,0.0007401217928593258,156
Santiago Enderica,0.0007211247769865813,157
David Farinango Berru,0.0007176992164227643,158
Gordon John Mason,0.0007057239808081049,159
Eric Villaregut De Mingo,0.0007026658637242734,160
Yasunari Hirai,0.0007002600543250016,161
Christopher Jedel,0.0006977479173249869,162
Roman Kozhevnikov,0.0006829065043463898,163
Yunze Wang,0.0006824631416698704,164
Vojislav Sterba,0.0006739601596438239,165
Michael Mcglynn,0.0006731596325216748,166
David Sebesta,0.0006614886528063487,167
Yosuke Aoki,0.0006603762225591402,168
Ous Mellouli,0.0006587562642832123,169
Ilia Okorokov,0.000651863164461267,170
Alexandre Verplaetse,0.0006483414492617953,171
Arturo Perez Vertti Ferrer,0.0006454477175815824,172
Marin Debril,0.0006423728473415212,173
Diego Vera,0.0006385194956945919,174
Hao Han Wang,0.0006357090047986627,175
Junbohang Zhao,0.0006275040749588849,176
Fernando Betanzos,0.0006258014004759718,177
Oliver Signorini,0.0006257881423032678,178
Edouard Lehoux,0.0006219799757542523,179
Romain Beraud,0.000621222949487404,180
Jon Mckay,0.0006094761581785549,181
Bozhao Zhang,0.0006065944045300466,182
Yonatan Sharon Rosin,0.0006033689435115486,183
Santiago Arteta,0.0005982505207613356,184
Martin Straka,0.0005971569790352202,185
Yonatan Ahdut,0.0005971416194200123,186
Xavier Desharnais,0.0005949529583309523,187
Dmitri Titov,0.0005934022199584866,188
Raben Dommann,0.0005874417976753112,189
Chris Deegan,0.0005769455216283791,190
Tomas Peciar,0.0005757181107479992,191
