athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Damien Joly,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,15.0,421.5,578.3,1111.5,1519.4,1674.1,2201.3,2612.1,2767.1,3220.2,,,,,,,,,,,,,,,,,,,,,,
Raben Severin Dommann,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,16.0,421.5,578.1,1108.6,1522.9,1677.5,2203.8,2612.7,2771.6,3220.5,,,,,,,,,,,,,,,,,,,,,,
Marcello Guidi,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,17.0,424.9,,1117.3,1522.9,1677.1,2207.4,2613.7,2765.7,3221.0,,,,,,,,,,,,,,,,,,,,,,
Niklas Frach,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,18.0,424.4,,1112.0,1518.8,1672.8,2211.7,2615.4,2771.2,3221.8,,,,,,,,,,,,,,,,,,,,,,
Yuval Safra,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,19.0,,,1126.3,1526.0,1682.7,2207.9,2610.9,2768.3,3221.9,,,,,,,,,,,,,,,,,,,,,,
David Castro,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,20.0,,,1126.1,1525.3,1678.6,,2613.3,2764.5,3221.9,,,,,,,,,,,,,,,,,,,,,,
Pepijn Smits,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,21.0,424.2,581.6,1111.6,1520.6,1672.6,2206.7,2615.5,2766.5,3222.4,,,,,,,,,,,,,,,,,,,,,,
Michael Mcglynn,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,22.0,423.9,,1109.9,1516.9,1674.7,2212.6,2611.3,2767.4,3222.4,,,,,,,,,,,,,,,,,,,,,,
Soren Dellef Meissner,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,23.0,421.6,,1119.1,1528.2,1680.7,2207.3,2618.5,2775.4,3223.1,,,,,,,,,,,,,,,,,,,,,,
Daniel Delgadillo,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,24.0,,,1115.5,1525.4,1683.1,,2619.6,2771.0,3223.6,,,,,,,,,,,,,,,,,,,,,,
Denis Adeev,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,25.0,419.6,576.0,1106.2,1514.6,1672.1,2197.7,2611.5,2760.8,3223.6,,,,,,,,,,,,,,,,,,,,,,
Fernando Ponte,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,26.0,,,1116.3,1525.9,1677.7,,2618.5,2771.1,3223.6,,,,,,,,,,,,,,,,,,,,,,
Tamas Farkas,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,27.0,,,1120.8,1528.3,1677.7,,2617.1,2765.7,3224.5,,,,,,,,,,,,,,,,,,,,,,
Rafael Gil,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,28.0,424.1,,1116.8,1525.4,1680.8,2204.5,2616.8,2771.9,3225.7,,,,,,,,,,,,,,,,,,,,,,
Yonatan Sharon Rosin,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,29.0,425.3,583.9,1115.8,1527.7,1682.9,,2621.0,2775.3,3225.8,,,,,,,,,,,,,,,,,,,,,,
Vit Ingeduld,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,30.0,,,1122.0,1530.7,1689.7,,2621.6,2777.2,3226.1,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,31.0,,,1121.9,1523.2,1680.6,2211.1,2615.9,2768.0,3228.3,,,,,,,,,,,,,,,,,,,,,,
David Brandl,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,32.0,,,1122.8,1530.5,1683.4,2208.2,2619.6,2773.3,3230.1,,,,,,,,,,,,,,,,,,,,,,
David Farinango,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,33.0,,583.8,1126.9,1528.9,1684.5,,2618.1,2773.7,3230.4,,,,,,,,,,,,,,,,,,,,,,
Raul Santiago Betancor,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,34.0,423.8,,1115.1,1526.4,1677.9,,2616.0,2773.9,3232.8,,,,,,,,,,,,,,,,,,,,,,
Wilder Carreno,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,35.0,,,1119.5,1528.3,1682.5,2208.5,2615.8,2774.1,3233.1,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,36.0,424.8,578.7,1111.1,1525.8,1678.1,,2616.7,2773.4,3235.4,,,,,,,,,,,,,,,,,,,,,,
William Yan Thorley,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,37.0,,,1122.7,1529.2,1690.6,,2623.6,2772.7,3236.2,,,,,,,,,,,,,,,,,,,,,,
Tiago Campos,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,38.0,,,1116.1,1522.2,,,2616.7,2774.3,3237.2,,,,,,,,,,,,,,,,,,,,,,
Mathieu Mathy Ben Rahou,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,39.0,,,1123.7,1535.1,1684.1,,2622.6,2781.0,3239.9,,,,,,,,,,,,,,,,,,,,,,
Tomas Peciar,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,40.0,,,1124.9,1537.0,1692.1,,2627.7,2779.0,3240.7,,,,,,,,,,,,,,,,,,,,,,
Marwan Elamrawy,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,41.0,,,1120.0,1526.1,1686.4,2207.7,2617.3,2776.0,3240.7,,,,,,,,,,,,,,,,,,,,,,
Gordon John Mason,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,42.0,,,1122.4,1528.4,1682.7,,2617.5,2774.3,3241.0,,,,,,,,,,,,,,,,,,,,,,
Christopher Mcglynn,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,43.0,425.5,,1117.1,1528.5,,2210.6,2624.1,2783.7,3246.2,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Caballero,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,44.0,,,1124.0,1532.6,1690.7,,2626.7,2785.3,3248.0,,,,,,,,,,,,,,,,,,,,,,
Long Cheng,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,45.0,423.1,581.3,1105.3,1519.4,1678.3,2201.0,2619.4,2774.6,3258.7,,,,,,,,,,,,,,,,,,,,,,
Fernando Betanzos,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,46.0,422.6,579.6,1118.7,1536.8,1695.2,2255.2,2701.8,2873.3,3385.1,,,,,,,,,,,,,,,,,,,,,,
Maximiliano Paccot,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,47.0,,,1120.8,1539.3,1700.1,2258.3,2706.8,2877.8,3386.1,,,,,,,,,,,,,,,,,,,,,,
Seungho Baek,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,48.0,,,1127.1,1545.4,1710.8,2274.3,2728.6,2899.9,3425.3,,,,,,,,,,,,,,,,,,,,,,
Chin Ting Keith Sin,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,49.0,,,1151.7,1613.5,1783.9,2357.5,2824.8,2998.8,3501.6,,,,,,,,,,,,,,,,,,,,,,
Simon Bachmann,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,50.0,,,1166.6,1619.3,1791.6,2364.7,2830.7,3001.0,3512.0,,,,,,,,,,,,,,,,,,,,,,
Amadou Ndiaye,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,51.0,,,1170.9,1633.7,1806.8,2394.7,2879.8,3069.3,3597.2,,,,,,,,,,,,,,,,,,,,,,
Jaehoo Cho,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,52.0,,,1174.7,1632.3,1809.8,2406.6,2887.3,3071.0,3597.8,,,,,,,,,,,,,,,,,,,,,,
Sander Paavo,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,53.0,,,1178.7,1634.7,1807.2,2422.0,2890.9,3070.3,3606.0,,,,,,,,,,,,,,,,,,,,,,
Zedheir Torrez,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,54.0,,,1204.8,1682.4,1861.7,2451.0,2926.9,3105.4,3636.0,,,,,,,,,,,,,,,,,,,,,,
Cristofer Lanuza,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,55.0,,,1198.5,1679.4,1861.2,2453.9,2927.0,3104.1,3639.0,,,,,,,,,,,,,,,,,,,,,,
Rinel Pius,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,56.0,,,1202.7,1677.4,1857.1,2474.8,2973.3,3159.6,3711.0,,,,,,,,,,,,,,,,,,,,,,
Santiago Reyes,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,57.0,,,1200.8,1676.4,1858.7,2475.3,2974.6,3162.3,3712.0,,,,,,,,,,,,,,,,,,,,,,
Joao Nunes De Oliveira Frias Duarte,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,58.0,,,1281.0,1786.2,1977.5,2605.8,3109.4,3292.0,3846.0,,,,,,,,,,,,,,,,,,,,,,
Kenessary Kenenbayev,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,59.0,,,1239.0,1737.0,1931.5,2577.1,3104.2,3301.0,3882.0,,,,,,,,,,,,,,,,,,,,,,
Dean Hoffman,,07/12/2019,FINA World Championships,"Gwangju, KOR",5.0,NW,Neutral,61.0,,60.0,,,1286.9,1805.1,1997.5,2649.2,3166.6,3357.8,3934.0,,,,,,,,,,,,,,,,,,,,,,
