athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Simone Ruffini,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6625.04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6626.79,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Weinberger,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6627.17,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Ryan,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6628.37,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6635.36,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soren Dellef Meissner,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6640.07,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chip Peterson,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6641.62,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6644.21,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federico Vanelli,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6644.4,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Enderica Ochoa,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6646.86,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Cattin-Vidal,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6647.15,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6648.21,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Heron,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6648.42,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Szekelyi,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6648.52,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moritz Andreas Bartels,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6650.73,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6650.79,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6651.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrik Rakos,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6652.13,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6661.44,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Urbaniak,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6680.44,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Kober,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6681.36,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6681.9,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuval Safra,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6697.98,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Masse-Savard,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6722.42,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Ryan,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6727.02,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Desharnais,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6727.13,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahar Resman,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6731.73,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathieu Mattelear,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6732.62,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matej Kozubek,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6741.02,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamas Novoszath,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6745.41,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matan Roditi,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6745.67,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Brantu,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6753.58,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
