athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Philippe Guertin,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6759.56,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Kris Orosz,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6816.51,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoltán Drigan,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6816.89,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davy Billiau,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6825.8,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasunari Hirai,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6826.05,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vit Ingeduld,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6829.47,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yohsuke Miyamoto,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6854.11,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamas Farkas,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6937.51,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwin Seres,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6952.67,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bartosz Kubkowski,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,6968.6,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alon Lerner,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,7560.95,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Zachar,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,7617.78,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bence Balzam,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,7642.57,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marek Pavuk,,06/18/2016,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,47.0,7806.92,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
