athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Simone Ruffini,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federico Vanelli,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hau-Li Fan,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Weinberger,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soren Dellef Meissner,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Masse-Savard,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Huitenga,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Bertola,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasunari Hirai,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Deegan,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davy Billiau,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Ponte,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremias Munoz,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edouard Belanger,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Eric Salinas,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antoine Chatelain-Laflamme,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Lortie,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
