athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Florian Wellbrock,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6741.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6742.8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Wilimovsky,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6744.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregorio Paltrinieri,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6746.1,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Graeme Edwards,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6747.3,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6749.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sloman,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6749.6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6752.4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soren Dellef Meissner,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6752.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan Casey,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6753.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6753.9,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Burnell,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6754.3,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bailey Armstrong,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6754.8,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Vanhuys,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6757.2,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6758.7,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6759.2,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6761.2,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillem Pujol,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6761.6,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
