athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Tobias Patrick Robinson,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6761.7,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Martinez,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6763.7,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiabao An,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6763.9,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hau-Li Fan,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6765.1,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Bianchi,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6766.9,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayden Paul Cotter,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6767.8,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Szekelyi,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6768.6,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Colonese,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6769.6,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Frach,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6770.1,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pol Gil,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6771.5,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6772.2,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Verani,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6772.5,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esteban Enderica Salgado,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6777.6,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon John Mason,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6786.7,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athanasios Kynigakis,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6803.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Brandl,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6812.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Herwig,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6822.3,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Papp,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6825.6,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruoyu Wang,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6827.8,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yohsuke Miyamoto,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6828.2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brennan Gravley,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6830.5,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Campos,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6832.1,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Galicz,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6833.2,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Heron,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6836.6,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raul Santiago Betancor,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6837.6,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Farinango,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6838.3,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6838.4,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Ponte,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6839.3,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunze Wang,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6840.1,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yosuke Aoki,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6840.6,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elliot Sodemann,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6841.4,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Hedlin,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6841.5,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riku Kuwazoe,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6841.8,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bozhao Zhang,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6842.4,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Masse-Savard,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6843.4,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Gil,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6843.8,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Keber,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6847.8,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Chervynskiy,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6850.1,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Castro,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6855.3,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Thomas Mckay,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6862.9,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongyi Qiao,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6915.6,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheng-Chi Cho,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6945.6,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takeshi Toyoda,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6949.2,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiki Nonaka,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,6980.2,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federico Salghetti-Drioli,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,7001.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lev Cherepanov,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,7045.3,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,7046.5,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Paula Carvalho,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,7250.1,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levente Selmeci,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,7391.4,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galymzhan Balabek,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,7502.9,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai-Wen Tseng,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,7529.9,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tzu-Cheng Liao,,02/16/2019,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,83.0,7646.8,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
